MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971733106802,10,240120251813,516,631,01,BSC,X10
971591239008,10,240120251813,556,799,02,SPL,X13
971759866153,10,240120251813,420,54,01,BSC,X10
971547640098,10,240120251813,395,29300,01,STD,X11
971129196098,10,240120251813,365,558,02,BSC,X13
971063723143,10,240120251813,026,56964,03,STD,X13
971728261256,10,240120251813,028,8862,03,BSC,X13
971019482644,10,240120251813,379,6961,02,STD,X12
971694472647,10,240120251813,326,66,01,STD,X13
971702162313,10,240120251813,558,753,01,STD,X13
971102031435,10,240120251813,300,80898,03,SPL,X11
971006290041,10,240120251813,071,354,02,BSC,X10
971088881731,10,240120251813,077,89505,02,SPL,X12
971440176430,10,240120251813,297,804,03,STD,X13
971963214775,10,240120251813,489,57607,01,BSC,X13
971483847488,10,240120251813,098,197,03,STD,X10
971815072792,10,240120251813,288,54405,03,STD,X10
971300504418,10,240120251813,481,75,02,YTH,X12
971926964105,10,240120251813,172,578,02,STD,X11
971209111897,10,240120251813,090,50,03,YTH,X12
971147094693,10,240120251813,412,46903,03,SPL,X10
971341628503,10,240120251813,345,614,03,YTH,X11
971669710490,10,240120251813,198,61,01,STD,X10
971617808759,10,240120251813,283,20537,01,SPL,X10
971932283502,10,240120251813,483,556,02,SPL,X13
971947080722,10,240120251813,240,681,03,BSC,X13
971714518145,10,240120251813,552,9443,01,YTH,X11
971103391596,10,240120251813,464,7478,01,YTH,X11
971156332479,10,240120251813,104,82725,02,STD,X11
971013278163,10,240120251813,566,372,03,BSC,X10
971646944785,10,240120251813,034,80947,03,BSC,X11
971473899811,10,240120251813,463,809,01,STD,X10
971651400390,10,240120251813,360,545,02,SPL,X11
971994228581,10,240120251813,438,81,01,YTH,X10
971518733649,10,240120251813,132,38570,03,STD,X11
971525490894,10,240120251813,249,2999,02,YTH,X13
971197133331,10,240120251813,096,6639,02,STD,X11
971115255755,10,240120251813,594,8771,03,YTH,X10
971875760813,10,240120251813,214,285,01,YTH,X11
971132779212,10,240120251813,320,89309,03,YTH,X13
971763317943,10,240120251813,162,261,01,STD,X10
971517776842,10,240120251813,545,138,03,BSC,X13
971829643384,10,240120251813,243,631,01,SPL,X13
971391437195,10,240120251813,530,129,03,STD,X10
971985165992,10,240120251813,064,5728,01,STD,X12
971669339596,10,240120251813,138,203,02,STD,X12
971364322045,10,240120251813,288,194,03,STD,X10
971573945664,10,240120251813,236,99372,03,STD,X12
971015589622,10,240120251813,369,77,02,STD,X11
971621203576,10,240120251813,025,37,02,BSC,X13
971311244260,10,240120251813,566,1013,03,BSC,X11
971643044885,10,240120251813,327,78,01,BSC,X11
971037598952,10,240120251813,510,64,03,SPL,X10
971226782548,10,240120251813,220,2025,02,STD,X11
971593217188,10,240120251813,255,72,02,YTH,X10
971059733200,10,240120251813,256,647,02,BSC,X11
971095804356,10,240120251813,118,52,01,STD,X11
971281801352,10,240120251813,522,5162,01,BSC,X11
971891171416,10,240120251813,217,105,03,SPL,X12
971296686356,10,240120251813,368,78,01,SPL,X10
971215291354,10,240120251813,099,214,03,SPL,X10
971555377771,10,240120251813,395,461,01,YTH,X12
971923266790,10,240120251813,256,34028,01,YTH,X12
971559578664,10,240120251813,144,716,01,YTH,X12
971582703131,10,240120251813,305,14948,01,SPL,X12
971964757645,10,240120251813,435,7439,03,SPL,X13
971713795940,10,240120251813,361,35049,02,BSC,X13
971619616148,10,240120251813,397,4873,01,STD,X13
971811363958,10,240120251813,442,59,01,SPL,X11
971866436251,10,240120251813,427,417,02,SPL,X10
971419893898,10,240120251813,125,382,03,YTH,X10
971851107047,10,240120251813,013,3925,03,YTH,X13
971928164954,10,240120251813,472,4197,03,SPL,X10
971110363243,10,240120251813,308,34883,02,YTH,X10
971240699175,10,240120251813,548,22051,02,SPL,X10
971845479516,10,240120251813,050,6714,01,SPL,X11
971835767578,10,240120251813,521,7521,02,SPL,X10
971931483739,10,240120251813,365,8239,03,SPL,X13
971954003009,10,240120251813,160,38,02,YTH,X13
971970100925,10,240120251813,017,486,02,YTH,X12
971133688374,10,240120251813,356,6041,01,SPL,X10
971288995526,10,240120251813,301,66,01,STD,X12
971940238003,10,240120251813,485,74,01,STD,X11
971848467337,10,240120251813,421,27,03,YTH,X12
971161102773,10,240120251813,455,5129,01,YTH,X11
971706443529,10,240120251813,118,451,02,STD,X10
971401131752,10,240120251813,096,16794,03,BSC,X11
971477632814,10,240120251813,272,16,02,YTH,X10
971206152713,10,240120251813,400,24590,02,YTH,X11
