MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971390052437,10,300120251023,542,77908,03,STD,X10
971031820482,10,300120251023,258,37768,02,STD,X12
971952906132,10,300120251023,094,17824,02,SPL,X12
971326458649,10,300120251023,417,811,03,YTH,X11
971205397271,10,300120251023,357,37,02,BSC,X12
971019163244,10,300120251023,270,58,01,STD,X12
971750520438,10,300120251023,595,549,02,YTH,X12
971618829502,10,300120251023,412,69186,03,YTH,X12
971660774407,10,300120251023,131,49097,01,YTH,X13
971413263786,10,300120251023,205,87,02,SPL,X10
971318596880,10,300120251023,578,459,01,SPL,X11
971983842981,10,300120251023,266,42,03,STD,X13
971716741444,10,300120251023,336,73898,02,SPL,X11
971705955004,10,300120251023,160,35708,02,STD,X12
971941714445,10,300120251023,175,98,03,SPL,X12
971243511112,10,300120251023,397,552,02,STD,X13
971578129334,10,300120251023,093,61,02,YTH,X12
971579782540,10,300120251023,543,38,02,STD,X11
971578131860,10,300120251023,387,349,03,STD,X11
971365302411,10,300120251023,278,221,03,STD,X10
971482592134,10,300120251023,501,31169,03,STD,X10
971639026254,10,300120251023,417,11118,01,YTH,X13
971938819742,10,300120251023,388,49182,01,BSC,X10
971785311138,10,300120251023,098,79,01,STD,X11
971593066777,10,300120251023,507,144,03,BSC,X11
971285405711,10,300120251023,454,592,03,YTH,X12
971744255758,10,300120251023,024,923,01,YTH,X12
971664774813,10,300120251023,381,33359,02,YTH,X10
971286134475,10,300120251023,059,91222,03,BSC,X12
971277319128,10,300120251023,300,6288,02,YTH,X11
971966268466,10,300120251023,397,15,02,YTH,X13
971436886330,10,300120251023,443,143,03,STD,X10
971368761268,10,300120251023,167,216,02,YTH,X10
971866676753,10,300120251023,478,3469,02,SPL,X11
971611262041,10,300120251023,165,129,03,BSC,X12
971167327525,10,300120251023,306,48,03,YTH,X12
971286242560,10,300120251023,250,1543,01,STD,X11
971013510091,10,300120251023,021,142,03,YTH,X10
971970383601,10,300120251023,325,51,02,SPL,X10
971661121884,10,300120251023,266,3173,01,STD,X13
971558137696,10,300120251023,138,62525,01,BSC,X11
971215527131,10,300120251023,315,3558,01,SPL,X13
971340721490,10,300120251023,420,3937,01,STD,X13
971382275252,10,300120251023,193,84249,02,BSC,X13
971038268927,10,300120251023,417,43,02,YTH,X10
971052853429,10,300120251023,033,90878,02,SPL,X11
971212831965,10,300120251023,118,7026,03,STD,X10
971644546240,10,300120251023,560,1403,03,SPL,X12
971259758334,10,300120251023,340,185,03,YTH,X12
971421145949,10,300120251023,205,331,02,SPL,X10
971454447606,10,300120251023,542,552,03,STD,X10
971702281200,10,300120251023,213,70,02,STD,X11
971662087814,10,300120251023,012,3632,01,YTH,X12
971534812457,10,300120251023,522,70724,01,YTH,X11
971574841465,10,300120251023,431,612,01,YTH,X12
971410883317,10,300120251023,332,202,03,BSC,X10
971407131988,10,300120251023,475,38671,03,SPL,X13
971243096947,10,300120251023,472,9401,03,BSC,X13
971804265572,10,300120251023,365,40,01,YTH,X13
971545828711,10,300120251023,596,9142,01,STD,X12
971299158651,10,300120251023,114,9672,03,STD,X10
971805730741,10,300120251023,207,7347,03,YTH,X12
971215266095,10,300120251023,524,426,02,STD,X13
971581720846,10,300120251023,380,5311,02,BSC,X12
971178976817,10,300120251023,285,9928,01,BSC,X10
971730057596,10,300120251023,056,52,03,STD,X10
971270640821,10,300120251023,287,5542,01,YTH,X12
971973110310,10,300120251023,555,297,03,YTH,X11
971572867687,10,300120251023,544,9014,01,STD,X10
971146060065,10,300120251023,322,40534,03,YTH,X12
971744812660,10,300120251023,076,66,02,SPL,X11
971114783099,10,300120251023,101,6209,01,SPL,X13
971659389561,10,300120251023,324,97002,02,YTH,X11
971261520970,10,300120251023,368,9474,01,SPL,X10
971181491446,10,300120251023,149,927,01,SPL,X10
971016578806,10,300120251023,505,60,01,SPL,X11
971511906931,10,300120251023,566,497,03,YTH,X10
971859670432,10,300120251023,507,679,03,YTH,X11
971303344681,10,300120251023,418,19,03,YTH,X10
971624676445,10,300120251023,450,13,03,SPL,X12
971894337624,10,300120251023,300,55,03,BSC,X12
971469497065,10,300120251023,537,86847,01,SPL,X11
971819350627,10,300120251023,124,97,02,BSC,X12
971613411392,10,300120251023,131,3871,03,SPL,X12
971433088947,10,300120251023,569,93015,01,STD,X11
971636537899,10,300120251023,452,83381,03,SPL,X13
971259625021,10,300120251023,250,89,01,SPL,X10
971143739816,10,300120251023,592,82965,02,BSC,X13
971426969588,10,300120251023,429,128,02,YTH,X11
971235781757,10,300120251023,059,60,01,SPL,X12
971630166640,10,300120251023,075,95976,02,YTH,X13
971647374571,10,300120251023,365,7548,03,STD,X13
971042921602,10,300120251023,309,2137,02,SPL,X12
971495679761,10,300120251023,224,551,03,STD,X10
971359774395,10,300120251023,211,904,02,YTH,X10
971648809321,10,300120251023,345,385,03,SPL,X11
971565083936,10,300120251023,598,386,03,SPL,X13
971135955600,10,300120251023,564,62,01,STD,X10
971609236911,10,300120251023,254,36710,02,BSC,X12
971628625968,10,300120251023,267,37949,02,YTH,X12
971988850841,10,300120251023,336,142,01,SPL,X10
971809139441,10,300120251023,499,8559,02,YTH,X10
971859117860,10,300120251023,544,1260,03,BSC,X12
971479186044,10,300120251023,380,96,01,YTH,X13
971918802726,10,300120251023,506,2251,03,STD,X12
971696991749,10,300120251023,075,36961,03,SPL,X12
971361029609,10,300120251023,101,40,03,YTH,X10
971079241931,10,300120251023,458,1413,01,BSC,X11
971904691779,10,300120251023,207,789,03,STD,X11
971481088763,10,300120251023,276,18,02,STD,X10
971645949701,10,300120251023,593,7977,02,YTH,X13
971399666179,10,300120251023,068,5992,01,STD,X10
971018702710,10,300120251023,268,89,02,STD,X13
971092047278,10,300120251023,305,787,01,STD,X11
971850190084,10,300120251023,095,915,02,STD,X11
971073623893,10,300120251023,478,859,01,BSC,X10
971014810961,10,300120251023,080,5129,02,YTH,X13
971754587068,10,300120251023,327,6223,03,STD,X10
971134666944,10,300120251023,331,7304,02,STD,X10
971299647856,10,300120251023,041,5321,01,YTH,X12
971287125546,10,300120251023,069,4125,01,BSC,X13
971330922358,10,300120251023,083,65806,02,YTH,X12
971933557588,10,300120251023,093,2631,02,YTH,X12
971719076156,10,300120251023,222,9284,01,BSC,X11
971262750107,10,300120251023,271,34,03,SPL,X10
971296823858,10,300120251023,045,2365,01,SPL,X10
971876049518,10,300120251023,368,8908,02,STD,X13
971120263198,10,300120251023,569,62,02,STD,X10
971800257465,10,300120251023,003,9855,01,STD,X10
971475155205,10,300120251023,400,6856,01,BSC,X12
971305794927,10,300120251023,444,9145,02,YTH,X10
971761923936,10,300120251023,004,869,03,STD,X13
971814547718,10,300120251023,215,9303,03,YTH,X13
971357475236,10,300120251023,363,8945,03,BSC,X13
971321237835,10,300120251023,241,316,03,BSC,X10
971410787797,10,300120251023,529,14872,03,STD,X10
971946783176,10,300120251023,475,821,01,STD,X12
971978360569,10,300120251023,387,2742,03,BSC,X11
971474387982,10,300120251023,334,98,01,STD,X11
971435190233,10,300120251023,278,72170,01,BSC,X10
971618229739,10,300120251023,523,3653,02,SPL,X10
971777231288,10,300120251023,285,351,03,SPL,X11
971826373863,10,300120251023,451,53510,03,STD,X13
971215189357,10,300120251023,565,71953,01,YTH,X13
971881859420,10,300120251023,292,5749,03,BSC,X13
971698921711,10,300120251023,376,57991,02,STD,X10
971855122568,10,300120251023,479,213,01,SPL,X11
971916105389,10,300120251023,330,58,02,BSC,X11
971993513258,10,300120251023,139,28,01,YTH,X11
971637339566,10,300120251023,027,88,03,YTH,X12
971405499739,10,300120251023,355,38884,01,YTH,X13
971364478015,10,300120251023,188,7504,03,SPL,X10
971303482725,10,300120251023,456,46708,02,STD,X11
971733674746,10,300120251023,564,5137,03,STD,X11
971898322588,10,300120251023,189,343,02,YTH,X11
971242407403,10,300120251023,536,6687,03,SPL,X13
971640672991,10,300120251023,490,29168,03,BSC,X13
971921083844,10,300120251023,081,2506,01,SPL,X13
971238615782,10,300120251023,180,83,01,YTH,X11
971125381125,10,300120251023,452,847,01,STD,X10
971258029845,10,300120251023,577,1717,01,YTH,X12
971342910471,10,300120251023,277,4777,02,SPL,X12
971327177166,10,300120251023,486,88,01,YTH,X12
971084234002,10,300120251023,119,8780,03,STD,X11
971929348500,10,300120251023,593,643,01,BSC,X13
971580268992,10,300120251023,521,716,01,SPL,X11
971986501907,10,300120251023,451,46,01,YTH,X13
971592280207,10,300120251023,298,32,03,BSC,X13
971785827166,10,300120251023,287,94,01,YTH,X10
971215104828,10,300120251023,382,35,02,BSC,X10
971453309928,10,300120251023,253,589,02,STD,X10
971013641378,10,300120251023,072,654,03,YTH,X10
971566895084,10,300120251023,202,30,02,BSC,X13
971290595945,10,300120251023,174,43995,01,STD,X11
971330367781,10,300120251023,028,2798,02,BSC,X12
971408272744,10,300120251023,553,120,03,YTH,X10
971268699754,10,300120251023,521,8961,01,BSC,X12
971560422845,10,300120251023,522,599,02,SPL,X11
971229711131,10,300120251023,445,77,03,SPL,X11
971057606583,10,300120251023,117,235,01,STD,X13
971339381876,10,300120251023,358,5760,01,YTH,X11
971507312485,10,300120251023,205,6529,03,STD,X13
971414102562,10,300120251023,139,676,01,BSC,X11
971050473754,10,300120251023,369,53,02,STD,X10
971872445087,10,300120251023,458,2741,01,STD,X12
971653670342,10,300120251023,179,439,02,BSC,X10
971578472024,10,300120251023,423,5965,02,YTH,X10
971579326061,10,300120251023,555,812,02,YTH,X11
971776876624,10,300120251023,126,60,01,YTH,X13
971846324436,10,300120251023,288,83,03,YTH,X12
