MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971068526337,10,280120251032,314,53,01,YTH,X11
971231726126,10,280120251032,361,529,03,BSC,X13
971228228905,10,280120251032,349,74,02,STD,X11
971607518054,10,280120251032,173,69810,02,SPL,X12
971401848127,10,280120251032,020,27154,03,SPL,X12
971066134360,10,280120251032,237,9151,03,YTH,X13
971038163442,10,280120251032,320,85015,01,BSC,X12
971837353494,10,280120251032,182,401,01,YTH,X11
971358968582,10,280120251032,386,2148,03,BSC,X13
971537236155,10,280120251032,026,20,03,BSC,X11
971721345682,10,280120251032,038,516,01,SPL,X12
971844198009,10,280120251032,269,54989,03,STD,X13
971142242100,10,280120251032,023,30,03,SPL,X11
971525096926,10,280120251032,020,85,02,BSC,X12
971642467882,10,280120251032,283,43,02,SPL,X13
971642439420,10,280120251032,283,7850,02,SPL,X11
971492042764,10,280120251032,292,447,02,STD,X12
971752556493,10,280120251032,571,35,01,SPL,X13
971832248290,10,280120251032,523,68,02,SPL,X11
971938811251,10,280120251032,422,74995,01,YTH,X10
971205415922,10,280120251032,252,13,02,BSC,X10
971717901090,10,280120251032,588,56531,02,STD,X12
971604127222,10,280120251032,426,71542,01,YTH,X12
971764501335,10,280120251032,506,12,03,BSC,X13
971387464882,10,280120251032,197,928,03,BSC,X13
971704402681,10,280120251032,005,70,03,STD,X11
971614795031,10,280120251032,140,154,03,BSC,X10
971419305985,10,280120251032,219,29549,03,SPL,X13
971238793958,10,280120251032,173,9377,03,SPL,X10
971393210051,10,280120251032,425,43078,01,BSC,X13
971165731853,10,280120251032,448,87541,02,SPL,X10
971349568480,10,280120251032,215,5430,02,SPL,X12
971910798720,10,280120251032,077,420,02,YTH,X13
971362531729,10,280120251032,475,40,03,YTH,X11
971046064020,10,280120251032,278,28,02,STD,X11
971016331372,10,280120251032,217,3497,03,YTH,X11
971332609122,10,280120251032,544,132,02,SPL,X10
971787595094,10,280120251032,360,3809,01,BSC,X10
971040873161,10,280120251032,546,91850,03,YTH,X11
971464664031,10,280120251032,093,39,03,SPL,X12
971222972764,10,280120251032,184,29,02,SPL,X11
971318890481,10,280120251032,379,28619,02,STD,X12
971714457556,10,280120251032,032,525,03,BSC,X12
971850799377,10,280120251032,512,382,03,YTH,X13
971470619195,10,280120251032,320,142,01,STD,X10
971536379532,10,280120251032,274,166,02,STD,X12
971399180094,10,280120251032,238,43497,02,SPL,X13
971033283548,10,280120251032,438,986,02,SPL,X10
971773520507,10,280120251032,186,39,03,SPL,X13
971693424337,10,280120251032,323,80,02,SPL,X10
971435960008,10,280120251032,170,494,01,STD,X12
971782077740,10,280120251032,067,71,02,BSC,X12
971921145341,10,280120251032,488,9138,01,BSC,X11
