MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971556592707,10,240120251817,119,52,03,BSC,X12
971065263567,10,240120251817,555,63,02,BSC,X11
971888591124,10,240120251817,584,5372,02,BSC,X11
971548010983,10,240120251817,029,3237,02,STD,X10
971471198688,10,240120251817,212,73,03,STD,X13
971827691310,10,240120251817,485,49,01,BSC,X12
971270660631,10,240120251817,503,80,03,STD,X10
971149271836,10,240120251817,452,362,03,BSC,X10
971437289802,10,240120251817,245,93,03,SPL,X11
971691550755,10,240120251817,041,802,02,SPL,X12
971541376151,10,240120251817,504,795,03,STD,X12
971113994998,10,240120251817,184,928,02,YTH,X11
971352210893,10,240120251817,577,10,01,YTH,X13
971816857255,10,240120251817,281,34871,03,STD,X12
971259700973,10,240120251817,274,7337,02,STD,X11
971373867039,10,240120251817,199,37,03,STD,X11
971703342248,10,240120251817,046,32,03,YTH,X13
971272072859,10,240120251817,064,9287,03,YTH,X11
971478529976,10,240120251817,287,39,01,BSC,X13
971598921487,10,240120251817,034,38059,02,BSC,X12
971018730386,10,240120251817,130,883,01,BSC,X11
971877593936,10,240120251817,006,73305,01,SPL,X13
971529671572,10,240120251817,083,72,01,SPL,X12
971117824847,10,240120251817,477,816,01,SPL,X12
971248229626,10,240120251817,378,317,01,SPL,X13
971991012130,10,240120251817,410,6901,01,STD,X11
971693225874,10,240120251817,401,41328,02,YTH,X12
971483966905,10,240120251817,043,51,01,YTH,X10
971617066977,10,240120251817,427,522,02,BSC,X10
971397084066,10,240120251817,571,83,01,YTH,X11
971366671608,10,240120251817,285,189,02,STD,X12
971663905382,10,240120251817,254,4484,02,SPL,X13
971865812413,10,240120251817,584,386,02,YTH,X13
971747840289,10,240120251817,031,704,01,BSC,X12
971180530892,10,240120251817,223,96,03,BSC,X12
971716831824,10,240120251817,467,928,02,SPL,X10
971695296069,10,240120251817,552,7282,02,SPL,X10
971892182543,10,240120251817,398,48365,03,STD,X11
971952775952,10,240120251817,002,33158,02,STD,X12
971985782181,10,240120251817,133,26,02,SPL,X12
971809723016,10,240120251817,447,718,01,STD,X12
971949302940,10,240120251817,058,68724,02,YTH,X10
971239922763,10,240120251817,522,89346,03,YTH,X13
971135553638,10,240120251817,480,12,01,SPL,X11
971390616241,10,240120251817,207,11322,02,SPL,X10
971573887110,10,240120251817,530,44,01,STD,X10
971429492935,10,240120251817,062,3957,03,YTH,X12
971151760671,10,240120251817,406,116,01,BSC,X13
971291742923,10,240120251817,036,92485,01,BSC,X13
971625482881,10,240120251817,477,299,01,STD,X10
971942924416,10,240120251817,186,9936,01,STD,X13
971362346708,10,240120251817,385,63,01,YTH,X11
971051507457,10,240120251817,488,31432,01,BSC,X11
971168285730,10,240120251817,112,4360,02,BSC,X10
971166063666,10,240120251817,160,5285,03,SPL,X13
971442004000,10,240120251817,254,590,01,SPL,X11
971075402728,10,240120251817,252,83,02,STD,X12
971199157264,10,240120251817,470,39592,01,SPL,X12
971935728471,10,240120251817,499,28,03,YTH,X10
971278855689,10,240120251817,485,7230,01,BSC,X10
971833162321,10,240120251817,473,3813,01,SPL,X12
971329442888,10,240120251817,485,93,02,YTH,X10
971534630743,10,240120251817,003,65861,02,STD,X12
971882454590,10,240120251817,024,839,02,STD,X13
971221346105,10,240120251817,483,71,01,STD,X13
971550763887,10,240120251817,352,517,03,STD,X10
971136310201,10,240120251817,544,3177,02,YTH,X13
971639609736,10,240120251817,257,979,02,YTH,X13
971206548690,10,240120251817,594,595,01,YTH,X12
971115577697,10,240120251817,091,411,03,YTH,X13
971319203772,10,240120251817,370,86042,03,BSC,X11
971476923253,10,240120251817,089,9222,01,BSC,X12
971731922285,10,240120251817,024,10,03,STD,X13
971354988286,10,240120251817,098,245,01,SPL,X12
971969758747,10,240120251817,526,15212,01,SPL,X10
971083941403,10,240120251817,087,36306,01,YTH,X11
971924677537,10,240120251817,589,4462,01,BSC,X10
971142158644,10,240120251817,332,710,01,SPL,X10
971726983715,10,240120251817,185,22850,03,STD,X10
