MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971378021278,10,280120251033,277,7104,01,BSC,X13
971439334444,10,280120251033,470,576,01,STD,X10
971463433472,10,280120251033,491,2341,03,STD,X10
971648648307,10,280120251033,415,58,03,YTH,X10
971400488723,10,280120251033,467,99966,03,SPL,X10
971655751951,10,280120251033,416,79577,02,BSC,X11
971831591847,10,280120251033,135,137,01,BSC,X12
971858021181,10,280120251033,265,8461,02,SPL,X11
971548120523,10,280120251033,527,95508,03,SPL,X13
971993785019,10,280120251033,321,88,01,SPL,X11
971455872362,10,280120251033,157,23,02,STD,X12
971701008604,10,280120251033,256,641,01,YTH,X12
971008914961,10,280120251033,521,781,03,STD,X12
971618850780,10,280120251033,090,61,03,BSC,X10
971226868430,10,280120251033,136,94,02,SPL,X10
971790902717,10,280120251033,046,14761,03,STD,X11
971980520241,10,280120251033,237,100,02,STD,X13
971161792351,10,280120251033,342,759,01,STD,X12
971122714272,10,280120251033,583,93,02,SPL,X10
971930035085,10,280120251033,313,5177,01,SPL,X11
971200717265,10,280120251033,532,4146,01,STD,X13
971878171722,10,280120251033,523,6236,01,BSC,X13
971507409695,10,280120251033,514,23,03,SPL,X12
971177611896,10,280120251033,412,272,03,SPL,X13
971766336478,10,280120251033,107,83620,02,YTH,X11
971591138896,10,280120251033,113,3028,02,BSC,X12
971717405762,10,280120251033,381,61,01,SPL,X11
971780019398,10,280120251033,435,516,02,YTH,X12
971699476030,10,280120251033,338,31,01,STD,X13
971979626872,10,280120251033,334,25,02,SPL,X11
971892780454,10,280120251033,059,4810,02,BSC,X11
971553401546,10,280120251033,239,6558,02,STD,X12
971591835507,10,280120251033,127,287,01,YTH,X12
971867373345,10,280120251033,094,58,02,SPL,X12
971900115770,10,280120251033,297,5887,01,STD,X11
971194357609,10,280120251033,088,995,01,YTH,X13
971879408325,10,280120251033,086,267,03,BSC,X11
971303509445,10,280120251033,311,24,01,STD,X13
971667156288,10,280120251033,589,40,03,SPL,X13
971470759885,10,280120251033,075,40525,01,BSC,X12
971340973381,10,280120251033,596,671,03,BSC,X13
971223994046,10,280120251033,020,9832,02,STD,X13
971529669648,10,280120251033,293,852,02,YTH,X12
971776772043,10,280120251033,484,79,02,BSC,X10
971411770391,10,280120251033,145,43127,03,STD,X12
971591423686,10,280120251033,307,29892,03,SPL,X12
971573344344,10,280120251033,321,3067,03,BSC,X13
971062205546,10,280120251033,552,25027,03,SPL,X11
971850127546,10,280120251033,501,851,03,SPL,X12
971653543687,10,280120251033,119,60816,01,STD,X10
971341407295,10,280120251033,068,63578,02,STD,X13
971953802825,10,280120251033,385,12,02,BSC,X13
971126645601,10,280120251033,388,228,03,YTH,X12
971870753872,10,280120251033,070,56,02,SPL,X12
971752330557,10,280120251033,334,64,03,YTH,X12
971518317883,10,280120251033,290,693,02,STD,X13
971838264393,10,280120251033,302,888,03,YTH,X13
971477973640,10,280120251033,140,9541,03,STD,X13
971081377799,10,280120251033,026,62256,02,SPL,X13
971676619412,10,280120251033,078,77,01,YTH,X10
971373486378,10,280120251033,401,13044,03,YTH,X11
971727011870,10,280120251033,477,7075,01,BSC,X12
971008560151,10,280120251033,361,69,01,SPL,X10
971434362290,10,280120251033,319,66050,02,BSC,X11
971758987331,10,280120251033,533,1631,03,BSC,X12
971146158662,10,280120251033,134,19039,02,BSC,X10
971187277080,10,280120251033,445,17,02,STD,X10
971700038697,10,280120251033,177,95,02,SPL,X11
971315256071,10,280120251033,341,475,01,SPL,X12
971999083612,10,280120251033,131,65107,01,BSC,X10
971783739945,10,280120251033,534,109,03,STD,X12
971060576555,10,280120251033,374,500,01,STD,X13
971738693115,10,280120251033,194,90008,01,SPL,X11
971288109500,10,280120251033,570,70,02,STD,X10
971544895697,10,280120251033,139,9351,03,BSC,X10
971170377810,10,280120251033,161,43520,03,BSC,X11
971027319086,10,280120251033,248,56775,02,STD,X10
971178926043,10,280120251033,044,5948,03,SPL,X10
971400878849,10,280120251033,296,2935,03,STD,X13
971622680824,10,280120251033,347,18506,03,YTH,X12
971442236803,10,280120251033,109,4790,03,STD,X11
971023560722,10,280120251033,099,678,02,STD,X11
971748368519,10,280120251033,100,20410,03,STD,X12
971513460486,10,280120251033,000,6874,01,SPL,X13
971716230824,10,280120251033,457,281,02,STD,X13
971310640838,10,280120251033,254,8971,01,STD,X10
971046760073,10,280120251033,281,851,02,STD,X13
971771574441,10,280120251033,319,76,03,STD,X12
971594665090,10,280120251033,100,2146,01,STD,X12
971637641161,10,280120251033,256,639,02,BSC,X13
971839491459,10,280120251033,313,543,03,SPL,X13
971940258221,10,280120251033,020,882,01,YTH,X10
971403823181,10,280120251033,456,84998,01,SPL,X11
971924001907,10,280120251033,345,522,01,STD,X12
971485441555,10,280120251033,353,190,02,YTH,X10
971935204167,10,280120251033,100,593,02,SPL,X11
971648925814,10,280120251033,455,70,01,STD,X12
971011564762,10,280120251033,036,38516,03,YTH,X13
971815587463,10,280120251033,311,245,01,SPL,X10
971741016247,10,280120251033,326,244,03,YTH,X13
971527132676,10,280120251033,136,70096,02,SPL,X13
971622304433,10,280120251033,445,8147,02,BSC,X12
971856672175,10,280120251033,075,6837,02,YTH,X11
971595599704,10,280120251033,376,20,01,STD,X10
971177210320,10,280120251033,535,60799,03,BSC,X13
971866072992,10,280120251033,519,45,01,STD,X13
971093454600,10,280120251033,272,241,01,STD,X13
971390591650,10,280120251033,545,2008,01,YTH,X10
971528816065,10,280120251033,431,27,02,YTH,X11
971820210294,10,280120251033,202,13519,01,YTH,X10
971958327401,10,280120251033,136,93,02,BSC,X12
971479074220,10,280120251033,337,672,03,BSC,X13
971655790471,10,280120251033,279,55,01,BSC,X12
971237051718,10,280120251033,092,4298,01,STD,X11
971314966716,10,280120251033,597,99523,02,YTH,X10
971598675435,10,280120251033,310,92095,02,STD,X10
971299746035,10,280120251033,557,495,02,BSC,X13
971399838942,10,280120251033,390,7995,02,YTH,X10
971105181869,10,280120251033,136,97,03,YTH,X12
971080541575,10,280120251033,171,54,01,YTH,X11
971521001731,10,280120251033,467,26364,03,SPL,X11
971158845957,10,280120251033,233,18,01,SPL,X13
971287444011,10,280120251033,264,40674,01,STD,X10
971462071035,10,280120251033,518,14,02,YTH,X10
971494473219,10,280120251033,291,94058,03,YTH,X11
971499024348,10,280120251033,197,91783,03,STD,X13
971175532236,10,280120251033,159,393,03,STD,X13
971353919769,10,280120251033,579,25929,03,STD,X12
971133774044,10,280120251033,400,4705,02,STD,X13
971235854587,10,280120251033,446,58,01,BSC,X12
971066480040,10,280120251033,513,92752,01,STD,X10
