MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971483584926,10,240120251817,525,155,01,YTH,X11
971107308225,10,240120251817,254,6711,01,STD,X10
971603310244,10,240120251817,216,47,03,BSC,X13
971790416581,10,240120251817,569,93,03,YTH,X11
971879389228,10,240120251817,399,2948,03,STD,X13
971129819604,10,240120251817,027,340,02,BSC,X13
971859431121,10,240120251817,259,6773,03,BSC,X13
971066964297,10,240120251817,031,83710,01,SPL,X13
971728194786,10,240120251817,355,463,03,BSC,X12
971993653193,10,240120251817,134,94,03,BSC,X13
971885107307,10,240120251817,312,7151,03,SPL,X13
971044076034,10,240120251817,195,31,03,YTH,X11
971400865809,10,240120251817,049,4696,01,YTH,X11
971409246243,10,240120251817,107,4900,03,BSC,X13
971328453462,10,240120251817,526,93212,03,STD,X11
971503092205,10,240120251817,432,377,03,SPL,X11
971796379171,10,240120251817,025,478,02,BSC,X11
971179754551,10,240120251817,469,64,02,SPL,X11
971349220029,10,240120251817,232,57,03,BSC,X11
971436038452,10,240120251817,579,2652,02,SPL,X12
971820288524,10,240120251817,434,50,02,SPL,X12
971889895960,10,240120251817,565,5445,02,YTH,X12
971304015118,10,240120251817,378,52028,02,YTH,X10
971686592895,10,240120251817,048,66960,02,BSC,X11
971359383799,10,240120251817,237,52656,01,STD,X11
971358209726,10,240120251817,310,11226,01,SPL,X12
971853858601,10,240120251817,053,82,02,YTH,X11
971281526737,10,240120251817,110,247,02,SPL,X13
971944395568,10,240120251817,290,945,02,BSC,X11
971504952760,10,240120251817,485,60,02,YTH,X12
971166787696,10,240120251817,573,29986,03,SPL,X10
971905739111,10,240120251817,555,58298,01,SPL,X10
971254767716,10,240120251817,464,361,01,YTH,X11
971888636621,10,240120251817,261,7029,03,SPL,X12
971663320820,10,240120251817,311,75131,03,SPL,X11
971964234796,10,240120251817,185,390,01,BSC,X10
971873153044,10,240120251817,522,784,03,STD,X11
971053242514,10,240120251817,581,4640,01,BSC,X11
971204045612,10,240120251817,084,23,02,YTH,X11
971925276502,10,240120251817,356,73268,01,SPL,X11
971971663847,10,240120251817,546,861,03,STD,X11
971494237461,10,240120251817,225,59,02,SPL,X13
971617842605,10,240120251817,108,246,03,YTH,X10
971664644596,10,240120251817,532,439,02,YTH,X12
971756107288,10,240120251817,483,91588,01,BSC,X11
971165876924,10,240120251817,097,601,02,STD,X13
971949274878,10,240120251817,597,89,01,BSC,X11
971002996157,10,240120251817,274,11298,02,BSC,X10
971412698152,10,240120251817,524,73,01,YTH,X13
971391311603,10,240120251817,233,4858,01,SPL,X12
971853959629,10,240120251817,515,548,02,BSC,X10
971230235155,10,240120251817,209,37384,02,SPL,X12
971564303269,10,240120251817,401,57,01,STD,X12
971803548380,10,240120251817,426,69,03,YTH,X10
971536387634,10,240120251817,190,962,01,YTH,X13
971446991920,10,240120251817,313,8330,01,STD,X10
971001941049,10,240120251817,448,8748,02,BSC,X11
971257757162,10,240120251817,412,6176,03,STD,X13
971908079270,10,240120251817,520,71,02,YTH,X12
971230323311,10,240120251817,319,4700,03,YTH,X12
971386727581,10,240120251817,144,98279,02,STD,X11
971355854086,10,240120251817,036,484,01,YTH,X11
971776641539,10,240120251817,239,817,03,YTH,X13
971765905585,10,240120251817,212,61,02,YTH,X13
971554109268,10,240120251817,487,10,01,YTH,X12
971667474639,10,240120251817,483,2687,03,BSC,X11
971993606726,10,240120251817,154,5660,02,SPL,X11
971545469142,10,240120251817,331,35329,03,STD,X11
971400109206,10,240120251817,527,43,03,BSC,X12
971925854304,10,240120251817,409,60079,01,STD,X13
971799384001,10,240120251817,363,3889,01,STD,X12
971544075494,10,240120251817,348,5093,01,SPL,X11
971741259735,10,240120251817,313,95,02,BSC,X11
971396257480,10,240120251817,385,83,03,SPL,X12
971648369317,10,240120251817,582,3954,02,BSC,X11
971209718437,10,240120251817,377,416,03,SPL,X13
971183426743,10,240120251817,127,39,03,SPL,X10
971500723538,10,240120251817,518,72450,03,STD,X10
971647445911,10,240120251817,429,270,01,BSC,X12
971567907261,10,240120251817,473,83,02,YTH,X11
971864833343,10,240120251817,534,53,02,STD,X11
971335042251,10,240120251817,167,89,03,SPL,X10
971786112127,10,240120251817,130,665,02,BSC,X11
971967707134,10,240120251817,244,45195,03,YTH,X12
971113084331,10,240120251817,003,63,03,BSC,X12
971404663328,10,240120251817,524,6125,01,YTH,X13
971510523495,10,240120251817,327,24433,01,STD,X11
971014846448,10,240120251817,050,93,02,YTH,X11
971778172506,10,240120251817,205,10634,03,SPL,X12
971938033377,10,240120251817,092,40927,03,YTH,X12
971110968355,10,240120251817,211,831,02,STD,X10
971119885608,10,240120251817,301,17331,02,BSC,X10
971685084224,10,240120251817,241,9881,02,SPL,X13
971260982371,10,240120251817,271,58113,01,STD,X13
971650289905,10,240120251817,532,164,02,BSC,X12
971149986991,10,240120251817,176,9218,03,BSC,X12
971980568480,10,240120251817,255,96933,02,YTH,X10
971218397017,10,240120251817,087,869,01,BSC,X13
971898993285,10,240120251817,128,957,01,SPL,X10
971922570674,10,240120251817,047,17,02,YTH,X11
971319990481,10,240120251817,312,3308,03,STD,X13
971210788708,10,240120251817,473,409,03,YTH,X10
971859438481,10,240120251817,118,64,02,STD,X10
971822753808,10,240120251817,576,53,01,YTH,X13
971871737579,10,240120251817,128,8083,03,STD,X13
971179244795,10,240120251817,227,18258,01,YTH,X12
971427704540,10,240120251817,075,5096,03,YTH,X13
971829079561,10,240120251817,364,6664,03,BSC,X11
971899543796,10,240120251817,239,78413,02,BSC,X12
971411851904,10,240120251817,372,330,01,BSC,X13
971914998960,10,240120251817,161,4191,03,SPL,X13
971654246013,10,240120251817,429,7618,03,SPL,X11
971183112391,10,240120251817,151,65,03,BSC,X10
971461881727,10,240120251817,254,457,01,SPL,X10
971247782239,10,240120251817,155,1677,02,STD,X12
971954142978,10,240120251817,210,18,02,YTH,X10
971191959627,10,240120251817,215,7898,02,SPL,X11
971202225364,10,240120251817,098,20,03,STD,X10
971641510343,10,240120251817,070,4860,03,BSC,X11
971578585904,10,240120251817,280,55710,03,BSC,X12
971827774046,10,240120251817,340,12,01,SPL,X10
971337967920,10,240120251817,395,37325,01,SPL,X13
971126242045,10,240120251817,244,51199,03,SPL,X12
971400758501,10,240120251817,364,24,02,SPL,X10
971476070089,10,240120251817,204,2295,02,YTH,X13
971922834395,10,240120251817,058,450,02,SPL,X13
971213622499,10,240120251817,024,113,01,YTH,X13
971704144819,10,240120251817,316,8989,02,STD,X11
971906558028,10,240120251817,478,312,01,YTH,X13
971734831652,10,240120251817,592,9996,02,YTH,X11
971094721885,10,240120251817,055,383,02,STD,X13
971724460251,10,240120251817,417,71412,02,STD,X13
971502629880,10,240120251817,013,4241,01,YTH,X10
971262622738,10,240120251817,472,61,02,YTH,X11
971690295242,10,240120251817,562,4998,03,STD,X10
971405784921,10,240120251817,498,45263,03,BSC,X13
971543200951,10,240120251817,459,447,02,YTH,X13
971359727054,10,240120251817,412,10793,02,STD,X12
971838207593,10,240120251817,327,95,02,STD,X12
971437130173,10,240120251817,153,615,01,YTH,X11
971023267000,10,240120251817,593,5159,01,BSC,X12
971822945323,10,240120251817,278,88,02,BSC,X11
971867757005,10,240120251817,273,12,03,YTH,X10
971347771774,10,240120251817,276,7632,01,YTH,X13
971771248071,10,240120251817,289,1339,03,STD,X12
971875011411,10,240120251817,574,623,02,SPL,X12
971119349673,10,240120251817,288,2253,03,YTH,X12
971632764111,10,240120251817,368,210,03,YTH,X10
971131392130,10,240120251817,356,93,03,BSC,X12
971483907001,10,240120251817,263,908,02,SPL,X10
971739529916,10,240120251817,196,1696,03,SPL,X13
971720269727,10,240120251817,336,79,01,YTH,X13
971229785916,10,240120251817,422,28,03,YTH,X13
971682394875,10,240120251817,038,20539,03,SPL,X13
971345855892,10,240120251817,477,80,02,YTH,X11
971427947152,10,240120251817,276,683,02,YTH,X10
971910660412,10,240120251817,090,7279,02,BSC,X11
971122823801,10,240120251817,238,2794,01,YTH,X11
971769390730,10,240120251817,589,451,02,SPL,X13
971585313219,10,240120251817,400,61,03,BSC,X11
971878965574,10,240120251817,308,4264,02,STD,X11
971442291209,10,240120251817,006,37,03,STD,X13
971733897078,10,240120251817,102,73787,02,SPL,X12
971566110383,10,240120251817,138,3743,03,YTH,X10
971937303252,10,240120251817,111,896,01,STD,X11
971274756691,10,240120251817,148,8521,01,SPL,X13
971014018222,10,240120251817,060,92,02,SPL,X12
971641112320,10,240120251817,494,288,01,YTH,X11
971327321518,10,240120251817,160,35,02,STD,X10
971139168453,10,240120251817,210,27,03,STD,X12
971215254144,10,240120251817,176,966,03,YTH,X11
971184592920,10,240120251817,097,72,03,SPL,X11
971875859459,10,240120251817,217,57,02,SPL,X10
971541465803,10,240120251817,540,273,03,STD,X11
971787573286,10,240120251817,563,5119,03,SPL,X12
971411995082,10,240120251817,322,32339,03,BSC,X11
971097803703,10,240120251817,301,45,03,STD,X13
971726687831,10,240120251817,022,941,02,STD,X12
971406217987,10,240120251817,283,6014,01,YTH,X10
971922145088,10,240120251817,482,687,02,BSC,X13
971596709174,10,240120251817,188,42952,02,YTH,X11
971124452290,10,240120251817,596,7218,03,STD,X12
971514974702,10,240120251817,389,63,02,SPL,X12
971503991868,10,240120251817,495,63,02,YTH,X12
971951221243,10,240120251817,294,4880,03,STD,X11
971354177116,10,240120251817,155,25,01,YTH,X10
971730302602,10,240120251817,317,935,01,BSC,X12
971445310574,10,240120251817,464,85,01,BSC,X10
971423122461,10,240120251817,303,31,02,SPL,X12
971108865379,10,240120251817,093,873,03,SPL,X12
971840415208,10,240120251817,574,35534,01,STD,X13
971324851156,10,240120251817,184,4884,02,SPL,X12
971952784588,10,240120251817,443,3323,03,STD,X11
971283608697,10,240120251817,139,60409,03,BSC,X11
971972004456,10,240120251817,027,22,02,STD,X11
971153992317,10,240120251817,327,887,02,STD,X10
971015222897,10,240120251817,011,28874,01,YTH,X10
971647650808,10,240120251817,183,9508,01,YTH,X12
971783562336,10,240120251817,163,6668,02,SPL,X11
971076664358,10,240120251817,347,4284,02,STD,X11
971413582815,10,240120251817,097,5114,01,STD,X10
971828351594,10,240120251817,503,2490,01,STD,X10
971239723485,10,240120251817,241,64503,03,BSC,X12
971438497900,10,240120251817,131,63,01,STD,X11
971580558595,10,240120251817,094,25,02,YTH,X10
971280645911,10,240120251817,225,397,01,BSC,X12
971999557522,10,240120251817,089,26,01,STD,X12
971145045622,10,240120251817,424,13,02,SPL,X11
971648762687,10,240120251817,374,9729,01,YTH,X13
971157411518,10,240120251817,210,57,02,YTH,X12
971571022697,10,240120251817,081,90,02,SPL,X12
971849888886,10,240120251817,270,24670,03,YTH,X13
971479585697,10,240120251817,380,457,01,SPL,X10
971230208272,10,240120251817,196,58507,03,BSC,X11
971720951838,10,240120251817,240,10985,03,BSC,X13
971832929739,10,240120251817,019,23,03,YTH,X13
971512597989,10,240120251817,576,773,02,YTH,X10
971196850550,10,240120251817,398,8506,01,STD,X10
971562939395,10,240120251817,218,9085,01,BSC,X13
971916438634,10,240120251817,389,202,01,STD,X12
971450036097,10,240120251817,540,510,03,YTH,X10
971748547473,10,240120251817,436,85,01,STD,X10
971616841609,10,240120251817,078,5083,01,SPL,X12
971964562923,10,240120251817,347,562,01,BSC,X10
971364566770,10,240120251817,394,59,02,STD,X10
971468558252,10,240120251817,480,8322,02,YTH,X10
971435016788,10,240120251817,116,21769,03,YTH,X12
971580876387,10,240120251817,181,65,02,STD,X11
971091137937,10,240120251817,338,8421,02,STD,X13
