MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971132012826,10,280120251031,432,351,02,SPL,X12
971546848206,10,280120251031,056,8592,03,YTH,X10
971197289397,10,280120251031,504,141,02,BSC,X13
971120149752,10,280120251031,206,9101,03,SPL,X10
971877128379,10,280120251031,494,25,02,SPL,X11
971316768253,10,280120251031,501,7357,02,SPL,X13
971668674010,10,280120251031,023,89466,02,SPL,X12
971505635231,10,280120251031,337,799,01,SPL,X12
971440741607,10,280120251031,303,5596,03,BSC,X11
971673689381,10,280120251031,175,921,03,SPL,X11
971464096299,10,280120251031,435,9868,03,STD,X10
971694080827,10,280120251031,030,61,03,STD,X12
971253764134,10,280120251031,391,95,01,SPL,X11
971700683583,10,280120251031,402,407,03,SPL,X10
971362327749,10,280120251031,265,86,01,SPL,X12
971278726874,10,280120251031,291,23,01,BSC,X10
971798027608,10,280120251031,527,316,03,YTH,X10
971881525988,10,280120251031,100,772,01,BSC,X11
971971144028,10,280120251031,365,3287,01,BSC,X12
971232361995,10,280120251031,322,48,02,STD,X13
971292729150,10,280120251031,517,9550,02,BSC,X11
971072465215,10,280120251031,386,76,01,SPL,X12
971886769143,10,280120251031,355,548,02,YTH,X13
971773828896,10,280120251031,143,31,02,SPL,X10
971863535567,10,280120251031,110,12,03,SPL,X13
971259217089,10,280120251031,291,1534,02,BSC,X12
971328631607,10,280120251031,022,454,01,BSC,X13
971647392047,10,280120251031,047,88910,01,STD,X12
971860543830,10,280120251031,424,78410,03,YTH,X12
971645854128,10,280120251031,092,5049,02,SPL,X10
971027925845,10,280120251031,022,39758,01,YTH,X11
971653450135,10,280120251031,182,31,02,BSC,X12
971083321965,10,280120251031,100,96,01,SPL,X12
971721195470,10,280120251031,284,4667,01,BSC,X11
971487456268,10,280120251031,260,39,03,SPL,X12
971225116576,10,280120251031,546,65,01,STD,X12
971117796650,10,280120251031,413,54164,02,YTH,X12
971171818994,10,280120251031,002,773,03,SPL,X10
971830372629,10,280120251031,220,56883,01,STD,X13
971676174408,10,280120251031,462,375,01,STD,X12
971076435901,10,280120251031,104,68778,03,STD,X10
971360026039,10,280120251031,489,18278,03,SPL,X12
971308822468,10,280120251031,204,7495,01,BSC,X11
971416869992,10,280120251031,123,60437,02,SPL,X10
971506077753,10,280120251031,478,64450,02,YTH,X13
971949557714,10,280120251031,340,28723,02,SPL,X11
971952084845,10,280120251031,288,862,03,BSC,X12
971170475712,10,280120251031,490,50974,03,YTH,X13
971044742291,10,280120251031,489,129,01,YTH,X11
971147263826,10,280120251031,456,951,02,STD,X11
971315646771,10,280120251031,222,97,02,STD,X13
971003341911,10,280120251031,457,873,02,BSC,X13
971401288258,10,280120251031,225,264,01,STD,X13
971292105440,10,280120251031,304,6348,02,YTH,X12
971766724766,10,280120251031,209,93761,02,STD,X13
971780463752,10,280120251031,014,762,03,STD,X12
971603562198,10,280120251031,403,835,01,SPL,X10
971758974702,10,280120251031,316,7550,02,SPL,X12
971562190898,10,280120251031,013,22536,02,BSC,X12
971593096690,10,280120251031,239,65219,02,STD,X11
971473728847,10,280120251031,391,29,03,SPL,X12
971193244268,10,280120251031,237,747,01,SPL,X12
971057913885,10,280120251031,115,7581,01,STD,X12
971617727126,10,280120251031,046,926,02,SPL,X13
971361984593,10,280120251031,175,32968,02,SPL,X11
971035538020,10,280120251031,242,772,02,YTH,X12
971382578764,10,280120251031,479,13199,01,STD,X13
971827166632,10,280120251031,166,20,03,YTH,X12
971110139485,10,280120251031,135,9219,03,YTH,X13
971281514562,10,280120251031,338,82,01,STD,X10
971272119091,10,280120251031,584,55913,02,STD,X13
971903864593,10,280120251031,561,3243,03,SPL,X12
971763339799,10,280120251031,280,60,02,STD,X10
971248969726,10,280120251031,371,3081,01,BSC,X10
971562874166,10,280120251031,321,57854,01,YTH,X12
971339674178,10,280120251031,240,9361,01,BSC,X13
971670016997,10,280120251031,337,8075,01,SPL,X11
971760868951,10,280120251031,363,86804,02,SPL,X10
971534010360,10,280120251031,392,785,03,STD,X12
971339480461,10,280120251031,358,715,01,BSC,X12
971318349526,10,280120251031,274,44,03,BSC,X12
971171357313,10,280120251031,387,12798,03,YTH,X11
971272664167,10,280120251031,035,709,03,STD,X11
971022799653,10,280120251031,411,216,01,YTH,X12
971636322224,10,280120251031,407,1283,02,SPL,X12
971489564285,10,280120251031,120,67,02,YTH,X11
971718590492,10,280120251031,041,59,02,BSC,X10
971901253497,10,280120251031,297,318,02,SPL,X10
971651688940,10,280120251031,109,607,01,STD,X12
971999407132,10,280120251031,382,84,01,YTH,X12
971455776319,10,280120251031,466,75606,03,BSC,X10
971294526553,10,280120251031,385,7600,01,STD,X11
971738683465,10,280120251031,122,72539,01,YTH,X10
971668522771,10,280120251031,439,988,01,YTH,X10
971418228870,10,280120251031,548,71675,02,YTH,X12
971513355683,10,280120251031,410,433,03,BSC,X13
971701177803,10,280120251031,044,18,03,SPL,X11
971929744896,10,280120251031,057,556,03,STD,X12
971078731910,10,280120251031,304,58,03,STD,X13
971678178480,10,280120251031,043,8692,01,BSC,X12
971254202595,10,280120251031,508,6729,03,BSC,X13
971444074518,10,280120251031,299,321,01,STD,X10
971425403706,10,280120251031,038,381,02,SPL,X13
971790824590,10,280120251031,193,324,02,STD,X10
971412980323,10,280120251031,444,16318,01,YTH,X10
971791258812,10,280120251031,024,2293,02,BSC,X11
971202515044,10,280120251031,174,2307,01,BSC,X12
971288100959,10,280120251031,568,8204,01,BSC,X11
971226307004,10,280120251031,069,79,01,YTH,X11
971207249297,10,280120251031,465,414,02,YTH,X10
971321809767,10,280120251031,468,8279,02,YTH,X11
971013945516,10,280120251031,424,637,03,BSC,X12
971135275578,10,280120251031,504,51148,02,SPL,X10
971171445761,10,280120251031,323,67617,01,BSC,X10
971570732589,10,280120251031,236,6422,03,STD,X13
971948022225,10,280120251031,226,87133,03,BSC,X13
971745849607,10,280120251031,490,56,03,SPL,X12
971229581422,10,280120251031,148,2978,02,YTH,X12
971231240312,10,280120251031,570,63,03,YTH,X10
971885355401,10,280120251031,354,673,02,STD,X10
971806885297,10,280120251031,455,5848,01,BSC,X11
971830573725,10,280120251031,058,7229,03,BSC,X11
971628384811,10,280120251031,599,5815,01,BSC,X13
971063872493,10,280120251031,327,426,01,BSC,X11
971508317493,10,280120251031,515,91973,02,YTH,X12
971358854926,10,280120251031,130,840,01,STD,X11
971024691200,10,280120251031,097,93,02,SPL,X10
971580224937,10,280120251031,530,91,03,SPL,X13
971037696776,10,280120251031,027,950,01,YTH,X11
971519787509,10,280120251031,036,747,03,STD,X12
971533719523,10,280120251031,038,88,01,YTH,X13
971797296998,10,280120251031,137,7808,02,SPL,X10
971240556384,10,280120251031,006,92,02,STD,X11
971028551763,10,280120251031,339,350,03,STD,X13
971539672706,10,280120251031,534,105,01,STD,X12
971517316014,10,280120251031,528,849,03,STD,X11
971954174464,10,280120251031,483,22075,01,YTH,X11
971440362919,10,280120251031,144,11094,01,SPL,X12
971549651875,10,280120251031,338,811,02,STD,X10
971521940306,10,280120251031,079,91483,02,SPL,X11
971132711112,10,280120251031,260,26,03,YTH,X10
971429183265,10,280120251031,070,64648,02,YTH,X13
971970264395,10,280120251031,373,4906,01,STD,X10
971647706668,10,280120251031,450,82586,03,STD,X11
971996050569,10,280120251031,291,418,01,SPL,X11
971766988647,10,280120251031,094,3893,01,BSC,X10
971266760504,10,280120251031,445,9750,01,BSC,X11
971305773234,10,280120251031,267,347,03,BSC,X11
971169120870,10,280120251031,134,5389,03,SPL,X12
971314293599,10,280120251031,255,78,01,BSC,X11
971357732406,10,280120251031,309,6665,01,YTH,X10
971674057012,10,280120251031,515,619,01,BSC,X11
971840250136,10,280120251031,218,8815,03,SPL,X13
971297204598,10,280120251031,548,28093,02,BSC,X11
971593920972,10,280120251031,566,2334,01,BSC,X11
971988164281,10,280120251031,378,7499,01,SPL,X11
971520238873,10,280120251031,517,457,01,YTH,X10
971542261874,10,280120251031,021,548,01,SPL,X13
971711475446,10,280120251031,232,72080,03,BSC,X11
971482085999,10,280120251031,044,62,03,STD,X12
971272925345,10,280120251031,413,2172,01,BSC,X11
971072580035,10,280120251031,395,14285,02,SPL,X11
971832187166,10,280120251031,475,23,02,BSC,X11
971596351718,10,280120251031,470,9426,02,STD,X11
971745144095,10,280120251031,283,90,01,STD,X12
971172024527,10,280120251031,172,7223,02,STD,X13
971134563302,10,280120251031,279,29280,02,YTH,X10
971929010949,10,280120251031,590,4454,02,SPL,X11
971399878252,10,280120251031,177,547,03,STD,X13
971865064912,10,280120251031,007,61148,03,YTH,X13
971288372875,10,280120251031,126,69749,02,YTH,X10
971149696797,10,280120251031,586,8537,03,YTH,X10
971013350266,10,280120251031,569,43485,02,BSC,X12
971194189643,10,280120251031,400,182,02,SPL,X10
971986584602,10,280120251031,334,1443,02,SPL,X13
971206707258,10,280120251031,419,8316,02,BSC,X10
971993566777,10,280120251031,471,8802,03,SPL,X10
971301740235,10,280120251031,378,92746,03,STD,X11
971509846249,10,280120251031,351,6410,02,BSC,X13
971864997595,10,280120251031,119,8440,03,STD,X11
971301819590,10,280120251031,376,54,02,BSC,X13
971862186718,10,280120251031,598,2699,03,YTH,X13
971671433806,10,280120251031,142,97,01,SPL,X10
971791006305,10,280120251031,036,26,03,BSC,X12
971534502077,10,280120251031,430,192,02,SPL,X13
971906783806,10,280120251031,011,206,03,SPL,X13
971748126031,10,280120251031,114,38449,01,SPL,X13
971001194339,10,280120251031,586,322,01,STD,X11
971844512013,10,280120251031,591,34,02,YTH,X12
971132171253,10,280120251031,030,5581,01,YTH,X12
971989682780,10,280120251031,410,2101,01,STD,X12
971595130482,10,280120251031,447,982,02,YTH,X13
971267715016,10,280120251031,446,80001,03,YTH,X10
971363522607,10,280120251031,135,607,02,STD,X13
971332623756,10,280120251031,168,44776,02,BSC,X10
971869916550,10,280120251031,306,948,01,STD,X10
971157497495,10,280120251031,212,54646,03,SPL,X13
971408643369,10,280120251031,398,8748,01,SPL,X10
971938843883,10,280120251031,529,71,01,SPL,X13
971240173511,10,280120251031,093,3205,02,YTH,X11
971196323777,10,280120251031,276,661,02,YTH,X12
971285346111,10,280120251031,058,43354,02,SPL,X11
971829616429,10,280120251031,382,70951,01,SPL,X11
971732723632,10,280120251031,190,39,03,BSC,X11
971555549924,10,280120251031,372,9111,01,YTH,X12
971509738407,10,280120251031,096,9376,03,YTH,X12
971470514957,10,280120251031,078,13136,01,YTH,X10
971441457875,10,280120251031,543,49,02,STD,X10
971123967783,10,280120251031,194,5386,02,SPL,X12
971414803398,10,280120251031,410,59024,01,BSC,X10
971613951973,10,280120251031,360,196,02,STD,X10
971419269394,10,280120251031,421,5920,03,SPL,X11
971443056848,10,280120251031,218,67515,02,BSC,X10
971767998424,10,280120251031,337,34,03,BSC,X12
971960010595,10,280120251031,531,49,01,BSC,X10
971735773792,10,280120251031,153,799,01,YTH,X13
971537471279,10,280120251031,208,2530,01,SPL,X10
971000394337,10,280120251031,067,28799,01,STD,X11
971006756604,10,280120251031,200,87,01,STD,X10
971406848984,10,280120251031,471,40,02,SPL,X10
971653361660,10,280120251031,244,7236,01,SPL,X10
971424158308,10,280120251031,077,9446,01,STD,X13
971640253468,10,280120251031,508,49,01,STD,X13
971555734643,10,280120251031,194,21,03,BSC,X12
971850179686,10,280120251031,240,233,03,YTH,X11
971318486663,10,280120251031,207,2655,01,BSC,X12
971566769982,10,280120251031,131,5274,03,BSC,X12
971012553919,10,280120251031,410,99359,03,YTH,X11
971330884212,10,280120251031,504,35850,03,BSC,X13
971818242258,10,280120251031,115,11,01,SPL,X13
971894476558,10,280120251031,346,92126,01,BSC,X10
971166149520,10,280120251031,057,799,02,SPL,X13
971899241374,10,280120251031,314,92646,03,YTH,X13
971282869993,10,280120251031,357,72,01,SPL,X11
971310289762,10,280120251031,154,61149,03,BSC,X11
971833596294,10,280120251031,314,798,03,YTH,X11
971035340787,10,280120251031,164,634,01,YTH,X13
971254454270,10,280120251031,371,98726,01,SPL,X10
971642334174,10,280120251031,108,6726,02,STD,X12
971802244310,10,280120251031,306,685,01,BSC,X13
971955785656,10,280120251031,458,87,02,SPL,X12
971332440259,10,280120251031,285,52,02,BSC,X10
971839164097,10,280120251031,231,268,03,YTH,X11
971514615265,10,280120251031,105,86715,02,STD,X11
971910590677,10,280120251031,047,53,02,YTH,X13
971715234236,10,280120251031,559,15,02,YTH,X12
971690691023,10,280120251031,333,7860,02,SPL,X12
971050330896,10,280120251031,346,9702,02,STD,X13
971751562700,10,280120251031,416,53,02,BSC,X10
971702281305,10,280120251031,364,39435,01,STD,X10
971066804599,10,280120251031,401,64589,02,SPL,X13
971284032227,10,280120251031,058,1200,01,YTH,X11
971335484398,10,280120251031,407,69,01,YTH,X11
971407667446,10,280120251031,078,4620,03,SPL,X10
971450295993,10,280120251031,361,821,03,STD,X13
971394568056,10,280120251031,145,58,02,YTH,X11
971204911917,10,280120251031,156,3522,01,BSC,X10
971772812166,10,280120251031,091,55605,03,STD,X10
971868294578,10,280120251031,390,316,03,YTH,X13
971006725802,10,280120251031,097,2559,03,SPL,X10
971411429224,10,280120251031,555,375,02,YTH,X13
971864317854,10,280120251031,141,304,03,YTH,X10
971693246572,10,280120251031,156,44389,03,YTH,X11
971135666640,10,280120251031,164,752,03,YTH,X13
971184586956,10,280120251031,093,73405,02,STD,X11
971525636433,10,280120251031,286,3211,02,STD,X13
971563685264,10,280120251031,385,531,01,YTH,X12
971022432867,10,280120251031,595,425,01,STD,X13
971408628009,10,280120251031,097,38,01,BSC,X11
971684868083,10,280120251031,223,604,01,SPL,X11
971492249664,10,280120251031,508,59,02,SPL,X10
971820555419,10,280120251031,291,21753,01,BSC,X13
971578106245,10,280120251031,302,37,01,SPL,X10
971818801831,10,280120251031,567,3247,02,BSC,X13
971222112657,10,280120251031,072,5469,03,STD,X10
971075926194,10,280120251031,495,711,01,SPL,X10
971090869763,10,280120251031,224,72,03,YTH,X11
971635743036,10,280120251031,089,3860,03,YTH,X12
971194824313,10,280120251031,460,99025,03,YTH,X12
971616393906,10,280120251031,546,301,01,BSC,X13
971826512267,10,280120251031,596,52,02,STD,X12
971280533087,10,280120251031,168,2458,03,BSC,X13
971948537243,10,280120251031,088,89,02,BSC,X10
971750550698,10,280120251031,071,221,03,YTH,X12
971584256686,10,280120251031,277,645,02,BSC,X11
971863146648,10,280120251031,171,29,03,BSC,X13
971669148626,10,280120251031,074,68865,03,BSC,X12
971586205715,10,280120251031,405,5242,02,STD,X12
971425121764,10,280120251031,405,6870,01,SPL,X13
971950153306,10,280120251031,408,71,03,BSC,X12
971204579237,10,280120251031,007,219,03,YTH,X13
971281144724,10,280120251031,599,2548,03,YTH,X12
971387915067,10,280120251031,305,188,03,BSC,X11
971556551189,10,280120251031,119,579,01,SPL,X13
971589673396,10,280120251031,390,793,03,STD,X10
971937080492,10,280120251031,460,1839,02,STD,X13
971881741315,10,280120251031,044,55037,02,BSC,X13
971151435969,10,280120251031,327,152,02,SPL,X11
971876359579,10,280120251031,168,575,01,YTH,X11
971114306799,10,280120251031,512,248,03,SPL,X11
971368631853,10,280120251031,419,78694,01,STD,X13
971637124059,10,280120251031,543,64,02,YTH,X13
971735453937,10,280120251031,520,55,02,BSC,X11
971949784321,10,280120251031,365,6200,02,YTH,X13
971106955818,10,280120251031,316,2612,03,STD,X12
971172121633,10,280120251031,391,786,02,STD,X11
971374941222,10,280120251031,512,204,01,SPL,X11
971502634644,10,280120251031,420,14,02,BSC,X10
971502141368,10,280120251031,574,2458,02,SPL,X11
971327745257,10,280120251031,252,93,02,STD,X12
971779155690,10,280120251031,105,26,03,SPL,X12
971350963988,10,280120251031,296,395,03,YTH,X11
971622230359,10,280120251031,136,29764,02,SPL,X10
971935547933,10,280120251031,051,44239,03,STD,X12
971263294384,10,280120251031,158,3450,01,STD,X12
971206802855,10,280120251031,149,6261,03,YTH,X13
971073069712,10,280120251031,458,84,03,BSC,X13
971528357128,10,280120251031,269,27293,02,SPL,X12
971318480463,10,280120251031,137,1712,01,BSC,X12
971041548363,10,280120251031,346,84,03,BSC,X11
971848268736,10,280120251031,397,6907,02,YTH,X10
971722374825,10,280120251031,365,36,01,BSC,X10
971055358805,10,280120251031,284,323,01,SPL,X11
971521116591,10,280120251031,482,45244,01,SPL,X12
971538613826,10,280120251031,230,26399,03,SPL,X13
971037363540,10,280120251031,142,89862,02,SPL,X11
971778060071,10,280120251031,287,39,02,SPL,X12
971746727142,10,280120251031,189,21,02,BSC,X13
971327487560,10,280120251031,035,4317,03,SPL,X13
971810944848,10,280120251031,205,57069,03,SPL,X10
971689062226,10,280120251031,572,5885,02,STD,X12
971530355854,10,280120251031,517,877,02,SPL,X13
971205484964,10,280120251031,032,7257,03,BSC,X11
971241005841,10,280120251031,447,49813,03,YTH,X12
971111935605,10,280120251031,496,6355,02,YTH,X11
971110536195,10,280120251031,055,30,03,STD,X13
971962196022,10,280120251031,568,772,02,STD,X13
971273509466,10,280120251031,157,40922,01,STD,X10
971651587855,10,280120251031,184,3810,03,BSC,X10
971219287410,10,280120251031,186,8152,01,SPL,X11
971427186205,10,280120251031,385,4308,03,STD,X11
971186039751,10,280120251031,482,472,03,BSC,X10
971153172786,10,280120251031,195,646,01,YTH,X10
971863111649,10,280120251031,396,5424,03,STD,X10
971145772538,10,280120251031,138,131,02,STD,X13
971326185577,10,280120251031,155,41,02,BSC,X11
971990725933,10,280120251031,448,96610,02,YTH,X11
971418028249,10,280120251031,361,23,02,SPL,X13
971345141507,10,280120251031,125,956,02,SPL,X12
971057543280,10,280120251031,579,231,01,SPL,X13
971165360618,10,280120251031,076,88,02,STD,X10
971676000414,10,280120251031,010,87,01,YTH,X11
971774890047,10,280120251031,542,9738,03,YTH,X10
971285770252,10,280120251031,313,163,01,SPL,X13
971266284632,10,280120251031,342,85383,03,SPL,X10
971518713412,10,280120251031,178,307,01,SPL,X11
971071258340,10,280120251031,401,43,03,SPL,X12
971264989680,10,280120251031,057,68187,02,YTH,X13
971592647980,10,280120251031,426,53,02,YTH,X10
971286600161,10,280120251031,229,7966,03,SPL,X10
971547014581,10,280120251031,282,3095,01,YTH,X10
971741294112,10,280120251031,102,76,02,BSC,X10
971005604877,10,280120251031,139,73762,01,STD,X13
971074772410,10,280120251031,508,8774,03,STD,X13
971388932704,10,280120251031,428,33,01,BSC,X12
971480117044,10,280120251031,463,398,01,STD,X11
971678602775,10,280120251031,239,4164,01,BSC,X10
971921500572,10,280120251031,549,91820,03,BSC,X13
971835187927,10,280120251031,455,778,02,BSC,X12
971401031835,10,280120251031,385,75,03,BSC,X13
971798169890,10,280120251031,047,784,03,BSC,X11
971086858295,10,280120251031,111,2904,03,YTH,X13
971395270350,10,280120251031,140,1735,03,SPL,X11
971265485894,10,280120251031,192,24536,03,SPL,X10
971983286436,10,280120251031,379,27498,02,BSC,X11
971085880862,10,280120251031,164,130,01,STD,X12
971140835184,10,280120251031,183,5545,03,YTH,X10
971617985075,10,280120251031,415,772,03,BSC,X11
971785793221,10,280120251031,422,305,03,BSC,X13
