MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971444006491,10,300120251021,404,1215,03,YTH,X12
971481851167,10,300120251021,429,94423,01,SPL,X12
971272250528,10,300120251021,400,98,02,STD,X10
971094553322,10,300120251021,170,80938,02,YTH,X11
971064242230,10,300120251021,411,257,01,BSC,X12
971947576078,10,300120251021,001,98970,03,STD,X12
971777864660,10,300120251021,311,9573,03,YTH,X13
971294261818,10,300120251021,146,45,01,YTH,X10
971570826076,10,300120251021,361,95,01,SPL,X12
971887227474,10,300120251021,400,511,02,BSC,X12
971435554434,10,300120251021,532,81,02,YTH,X11
971854983549,10,300120251021,132,4872,01,BSC,X11
971687338058,10,300120251021,194,6646,02,SPL,X13
971767997672,10,300120251021,281,917,02,STD,X11
971646292229,10,300120251021,495,345,01,STD,X12
971545112475,10,300120251021,305,95280,02,BSC,X10
971015604148,10,300120251021,308,21,02,YTH,X11
971132270790,10,300120251021,184,20,03,SPL,X11
971164815492,10,300120251021,213,84,02,YTH,X10
971301755133,10,300120251021,022,928,02,STD,X13
971720636777,10,300120251021,290,5988,01,STD,X10
971797838601,10,300120251021,127,22351,01,BSC,X11
971029622612,10,300120251021,412,1835,02,STD,X12
971309028314,10,300120251021,012,189,02,YTH,X13
971861208279,10,300120251021,154,18714,03,STD,X12
971027976863,10,300120251021,142,6318,01,SPL,X11
971713799287,10,300120251021,517,395,02,STD,X11
971498123052,10,300120251021,549,8440,02,STD,X13
971967757152,10,300120251021,013,5817,03,STD,X12
971864876091,10,300120251021,282,41,02,STD,X13
971188291939,10,300120251021,371,2791,03,BSC,X11
971313617656,10,300120251021,514,434,02,STD,X10
971627481490,10,300120251021,366,7222,03,YTH,X13
971567454880,10,300120251021,560,87721,01,YTH,X11
971648719779,10,300120251021,051,7227,01,BSC,X10
971325429851,10,300120251021,094,88,03,STD,X10
971414188814,10,300120251021,231,26275,01,SPL,X10
971510678146,10,300120251021,117,38,01,SPL,X10
971926472865,10,300120251021,467,79900,01,BSC,X11
971233167909,10,300120251021,359,8210,03,STD,X13
971184354739,10,300120251021,041,737,03,BSC,X13
971561386109,10,300120251021,458,53,03,YTH,X10
971899267342,10,300120251021,365,62892,03,SPL,X10
971185530671,10,300120251021,527,33,03,STD,X12
971946387101,10,300120251021,435,21,03,BSC,X13
971392600768,10,300120251021,224,56,02,SPL,X10
971448128251,10,300120251021,517,46968,01,SPL,X13
971887585627,10,300120251021,177,90172,02,SPL,X11
971987272913,10,300120251021,002,576,02,STD,X11
971233210149,10,300120251021,414,470,02,STD,X12
971782174231,10,300120251021,334,31309,01,STD,X11
971130083978,10,300120251021,393,559,02,BSC,X11
971873078849,10,300120251021,112,2719,03,YTH,X12
971335161770,10,300120251021,543,83,03,STD,X11
971483785305,10,300120251021,365,62,02,STD,X12
971012464348,10,300120251021,468,8864,03,YTH,X13
971433239793,10,300120251021,591,92370,03,STD,X13
971928087621,10,300120251021,011,4106,03,YTH,X11
971792989798,10,300120251021,174,1565,03,STD,X10
971471955783,10,300120251021,380,855,01,YTH,X10
971082650247,10,300120251021,460,332,02,SPL,X10
971172809702,10,300120251021,308,407,02,YTH,X13
971462204097,10,300120251021,422,83,01,SPL,X11
971927432658,10,300120251021,085,58,01,BSC,X13
971706735264,10,300120251021,372,74,01,SPL,X11
971747336228,10,300120251021,342,702,01,YTH,X10
971438978215,10,300120251021,395,14032,03,BSC,X11
971329853459,10,300120251021,131,991,01,YTH,X12
971017240116,10,300120251021,172,4513,03,STD,X12
971667958523,10,300120251021,211,827,02,SPL,X12
971143814130,10,300120251021,563,23,02,SPL,X13
971232748659,10,300120251021,176,6839,01,STD,X13
971967779642,10,300120251021,447,5371,03,BSC,X12
971982557407,10,300120251021,008,9466,03,YTH,X10
971389332490,10,300120251021,011,497,01,SPL,X12
971954096097,10,300120251021,549,65,03,YTH,X11
971737586090,10,300120251021,500,2482,03,BSC,X11
971551036485,10,300120251021,480,94924,03,BSC,X10
971849819832,10,300120251021,579,8491,02,BSC,X10
971565822400,10,300120251021,159,72944,01,YTH,X11
971417101921,10,300120251021,192,7475,02,SPL,X13
971450905087,10,300120251021,154,665,01,YTH,X10
971250484178,10,300120251021,243,73898,01,STD,X11
971663816985,10,300120251021,337,51381,02,YTH,X13
971025189902,10,300120251021,177,27,01,YTH,X13
971748562715,10,300120251021,193,36245,01,SPL,X13
971207356096,10,300120251021,260,32977,02,YTH,X12
971252121733,10,300120251021,186,469,02,YTH,X12
971649689442,10,300120251021,374,91,01,YTH,X13
971150410755,10,300120251021,453,43208,03,BSC,X12
971383170282,10,300120251021,003,5242,03,STD,X12
971929296374,10,300120251021,090,71349,03,YTH,X13
971968015243,10,300120251021,394,51042,02,STD,X11
971899965678,10,300120251021,468,46,03,BSC,X10
971474710353,10,300120251021,526,27108,03,SPL,X12
971894125095,10,300120251021,105,923,01,STD,X12
971209020588,10,300120251021,103,71,01,BSC,X13
971928165098,10,300120251021,374,63944,01,SPL,X12
971339498694,10,300120251021,066,20797,03,SPL,X12
971531907818,10,300120251021,302,765,01,SPL,X10
971936196752,10,300120251021,397,9289,02,YTH,X10
971471236945,10,300120251021,233,5266,01,STD,X11
971606913640,10,300120251021,247,59,03,STD,X12
971532425438,10,300120251021,511,4406,03,STD,X13
971250796029,10,300120251021,039,20,01,YTH,X13
971927875967,10,300120251021,288,65395,03,SPL,X10
971613219069,10,300120251021,340,635,02,BSC,X10
971402818545,10,300120251021,538,81200,03,YTH,X13
971212715762,10,300120251021,261,24406,02,YTH,X11
971284727928,10,300120251021,046,5541,03,SPL,X11
971035653042,10,300120251021,104,34971,01,BSC,X10
971691720059,10,300120251021,584,58250,02,BSC,X12
971785077779,10,300120251021,520,39658,02,STD,X12
971978401575,10,300120251021,263,218,02,SPL,X10
971682551486,10,300120251021,594,44,01,YTH,X13
971303850214,10,300120251021,404,8958,01,STD,X11
971291841227,10,300120251021,216,56612,01,STD,X10
971990719375,10,300120251021,091,52631,01,YTH,X12
971867816486,10,300120251021,274,177,03,BSC,X11
971450508635,10,300120251021,190,99865,01,STD,X10
971558453773,10,300120251021,407,820,03,STD,X10
971548595670,10,300120251021,595,54745,03,STD,X12
971515543538,10,300120251021,549,94,02,SPL,X13
971698563793,10,300120251021,497,340,01,BSC,X10
971103702910,10,300120251021,202,22021,03,SPL,X11
971118017073,10,300120251021,154,69025,02,STD,X10
971612919804,10,300120251021,214,34309,02,BSC,X11
971624409032,10,300120251021,166,40087,02,BSC,X11
971974864421,10,300120251021,552,36,01,BSC,X12
971518500543,10,300120251021,412,216,02,SPL,X12
971889407750,10,300120251021,078,22,03,SPL,X11
971471448209,10,300120251021,099,81,03,SPL,X12
971871114574,10,300120251021,344,7131,03,SPL,X10
971269988118,10,300120251021,127,490,02,BSC,X13
971596421849,10,300120251021,125,574,01,STD,X11
971798426174,10,300120251021,497,831,03,SPL,X13
971263623889,10,300120251021,007,97,01,SPL,X10
971379345898,10,300120251021,509,55245,03,STD,X11
971722772046,10,300120251021,413,23,02,SPL,X10
971748208644,10,300120251021,530,52565,01,YTH,X11
971289040262,10,300120251021,229,30,03,BSC,X12
971121395643,10,300120251021,266,17869,02,YTH,X10
971979227292,10,300120251021,037,476,01,YTH,X12
971847885219,10,300120251021,423,149,02,STD,X11
971595562328,10,300120251021,384,29,01,STD,X12
971215110283,10,300120251021,036,5389,03,BSC,X11
971288057116,10,300120251021,296,8500,02,STD,X13
971463435123,10,300120251021,440,71,02,BSC,X10
971415997110,10,300120251021,566,7550,01,YTH,X10
971029328417,10,300120251021,296,75,01,BSC,X10
971804154404,10,300120251021,055,73,01,SPL,X10
971852388226,10,300120251021,104,524,03,BSC,X13
971018171185,10,300120251021,062,35,02,YTH,X12
971151179757,10,300120251021,438,9919,02,STD,X10
971566910411,10,300120251021,029,99426,01,STD,X12
971156817490,10,300120251021,413,61,01,STD,X13
971925725838,10,300120251021,163,6404,02,YTH,X12
971821234776,10,300120251021,540,40969,03,BSC,X12
971112659516,10,300120251021,112,526,01,YTH,X10
971129145423,10,300120251021,179,80422,03,SPL,X11
971439867733,10,300120251021,247,78,01,SPL,X13
971564738432,10,300120251021,284,138,03,SPL,X10
971220490741,10,300120251021,493,424,02,YTH,X10
971701867960,10,300120251021,197,37413,01,YTH,X10
971868788868,10,300120251021,067,93,03,SPL,X13
971316668050,10,300120251021,289,57991,02,YTH,X10
971787911899,10,300120251021,412,1546,02,STD,X13
971924669763,10,300120251021,225,65,03,STD,X12
971358748787,10,300120251021,360,2457,02,STD,X12
971933280681,10,300120251021,341,40,01,STD,X11
971426737513,10,300120251021,177,96,02,BSC,X12
971109136192,10,300120251021,050,1662,03,STD,X12
971182364331,10,300120251021,098,760,02,STD,X12
971968937314,10,300120251021,458,41,01,YTH,X13
971955756249,10,300120251021,281,3348,01,SPL,X11
971044342026,10,300120251021,274,27924,01,BSC,X11
971902701215,10,300120251021,595,53,01,SPL,X10
971349901301,10,300120251021,489,17376,03,YTH,X10
971622100822,10,300120251021,364,93873,02,YTH,X13
971980536550,10,300120251021,144,79650,02,STD,X12
971966696477,10,300120251021,160,52449,01,SPL,X13
971532185621,10,300120251021,322,85520,03,BSC,X11
971845211735,10,300120251021,101,10145,03,STD,X11
971410218521,10,300120251021,207,58417,02,STD,X12
971992995008,10,300120251021,270,96,02,YTH,X10
971892232391,10,300120251021,199,656,01,YTH,X13
971822556482,10,300120251021,490,59,02,YTH,X11
971191669399,10,300120251021,448,14,01,YTH,X11
971400980483,10,300120251021,255,6175,02,SPL,X11
971942571298,10,300120251021,258,7160,02,BSC,X10
971859879972,10,300120251021,586,680,01,BSC,X10
971681017789,10,300120251021,366,3176,02,SPL,X11
971444809941,10,300120251021,599,90,01,YTH,X12
971737612689,10,300120251021,120,2333,02,BSC,X11
971521534304,10,300120251021,304,5003,02,STD,X13
971573492618,10,300120251021,491,75,01,STD,X13
971756509064,10,300120251021,022,950,01,YTH,X11
971670666284,10,300120251021,553,9096,01,YTH,X11
971110140612,10,300120251021,408,632,02,STD,X11
971506061113,10,300120251021,432,4048,01,SPL,X10
971185071089,10,300120251021,170,87,02,YTH,X13
971720899138,10,300120251021,052,6410,01,STD,X10
971342685475,10,300120251021,488,62,03,SPL,X10
971017920539,10,300120251021,087,1694,03,STD,X12
971166215747,10,300120251021,057,809,02,SPL,X13
971759417265,10,300120251021,330,7044,03,YTH,X11
971873661701,10,300120251021,374,44,02,SPL,X13
971634990333,10,300120251021,034,3907,02,BSC,X12
971307190962,10,300120251021,332,386,03,SPL,X11
971411426541,10,300120251021,111,52641,01,STD,X13
971745778000,10,300120251021,153,27713,03,BSC,X11
971359277012,10,300120251021,367,160,03,SPL,X12
971895597322,10,300120251021,341,807,03,STD,X13
971414058547,10,300120251021,379,75014,01,YTH,X10
971273059051,10,300120251021,540,46,01,YTH,X13
971177225828,10,300120251021,162,35440,03,SPL,X11
971721120048,10,300120251021,168,7982,03,STD,X11
971589826008,10,300120251021,454,27976,03,BSC,X13
971334114389,10,300120251021,578,600,03,SPL,X11
971846404949,10,300120251021,209,78387,03,STD,X10
971176525731,10,300120251021,258,705,01,STD,X13
971407834350,10,300120251021,287,446,02,SPL,X12
971928209694,10,300120251021,543,4731,01,YTH,X11
971437631407,10,300120251021,505,14,02,SPL,X10
971289931738,10,300120251021,200,54334,03,STD,X13
971601540394,10,300120251021,462,9934,02,STD,X12
971259892318,10,300120251021,085,895,02,YTH,X13
971591054624,10,300120251021,541,46073,01,YTH,X10
971299543524,10,300120251021,166,92462,02,STD,X12
971521942391,10,300120251021,421,9592,01,BSC,X10
971810929261,10,300120251021,174,9237,03,BSC,X11
971486749620,10,300120251021,175,48347,01,BSC,X10
971818134667,10,300120251021,192,2313,02,YTH,X13
971586181005,10,300120251021,526,4704,01,SPL,X13
971810508913,10,300120251021,176,1638,02,BSC,X13
971765165312,10,300120251021,372,56827,01,BSC,X10
971422914553,10,300120251021,550,5365,03,STD,X13
971319630514,10,300120251021,106,3783,03,BSC,X11
971919873885,10,300120251021,353,738,01,SPL,X10
971999574950,10,300120251021,567,39,03,SPL,X13
971888913979,10,300120251021,084,49729,02,SPL,X10
971274221655,10,300120251021,282,49619,03,YTH,X13
971676766522,10,300120251021,098,670,02,BSC,X13
971390594310,10,300120251021,402,90148,02,STD,X10
971580952688,10,300120251021,362,42143,01,YTH,X13
971068127820,10,300120251021,030,829,02,STD,X10
971516264869,10,300120251021,516,8757,01,BSC,X11
971174510177,10,300120251021,419,15,03,YTH,X10
971234043208,10,300120251021,450,46753,03,YTH,X12
971049339139,10,300120251021,223,29,02,SPL,X12
971477603942,10,300120251021,214,55908,02,BSC,X12
971784526719,10,300120251021,340,38,03,SPL,X13
971266451505,10,300120251021,237,662,02,YTH,X11
971406849936,10,300120251021,468,158,01,STD,X12
971418434752,10,300120251021,127,988,03,STD,X12
971719538472,10,300120251021,394,57506,03,BSC,X10
971452519762,10,300120251021,323,527,02,BSC,X10
971825475983,10,300120251021,571,40291,01,SPL,X12
971207280226,10,300120251021,205,639,03,SPL,X11
971188284130,10,300120251021,529,48,01,STD,X13
971141840520,10,300120251021,151,50470,01,STD,X10
971902580676,10,300120251021,046,665,01,YTH,X12
971192724813,10,300120251021,521,83,02,SPL,X11
971382816406,10,300120251021,583,7444,02,BSC,X11
971864592361,10,300120251021,574,490,03,YTH,X13
971195390223,10,300120251021,411,8814,02,STD,X10
971674562688,10,300120251021,074,66041,02,STD,X11
971797452532,10,300120251021,153,402,02,YTH,X13
971849206612,10,300120251021,365,33914,02,BSC,X13
971120200351,10,300120251021,344,16858,01,YTH,X12
971279279861,10,300120251021,352,5195,02,YTH,X13
971607059989,10,300120251021,344,69407,01,STD,X11
971825805775,10,300120251021,200,29845,01,STD,X12
971182627480,10,300120251021,216,9806,01,YTH,X12
971074422271,10,300120251021,110,932,02,YTH,X13
971367908823,10,300120251021,465,32506,03,SPL,X11
971611520044,10,300120251021,276,96,01,YTH,X10
971148308751,10,300120251021,141,845,01,SPL,X13
971907615436,10,300120251021,222,45916,02,YTH,X13
971004710843,10,300120251021,009,19571,01,BSC,X12
971505941913,10,300120251021,296,51211,03,YTH,X12
971310034996,10,300120251021,028,35,02,YTH,X12
971975574509,10,300120251021,575,31,01,STD,X13
971197852726,10,300120251021,008,82243,02,STD,X11
971811572214,10,300120251021,317,87,02,BSC,X12
971266972158,10,300120251021,154,4875,03,BSC,X12
971395777550,10,300120251021,515,5678,01,STD,X12
971540845577,10,300120251021,461,5050,01,YTH,X13
971713533841,10,300120251021,168,61,02,YTH,X12
971362013939,10,300120251021,348,11,02,STD,X11
971856139945,10,300120251021,442,56,02,BSC,X13
971528012464,10,300120251021,253,36,01,STD,X10
971126528888,10,300120251021,595,80245,02,YTH,X12
971248119014,10,300120251021,298,4249,03,STD,X12
971724206327,10,300120251021,291,3544,02,BSC,X12
971517329619,10,300120251021,379,4733,03,YTH,X12
971951745340,10,300120251021,188,3100,02,STD,X10
971970669921,10,300120251021,407,25863,01,STD,X10
971915804879,10,300120251021,150,1166,03,BSC,X10
971945114217,10,300120251021,516,2524,03,BSC,X13
971875418388,10,300120251021,381,519,03,BSC,X10
971791079301,10,300120251021,357,711,02,BSC,X11
971732404985,10,300120251021,347,19059,02,YTH,X11
971526022921,10,300120251021,532,70,03,YTH,X13
971639933094,10,300120251021,423,769,02,BSC,X11
971957035076,10,300120251021,392,51,02,SPL,X13
971274288271,10,300120251021,405,514,02,YTH,X10
971385442247,10,300120251021,138,29,02,STD,X10
971492532011,10,300120251021,504,135,03,BSC,X12
971460480737,10,300120251021,310,28808,02,STD,X12
971777624613,10,300120251021,312,476,01,SPL,X12
971113350598,10,300120251021,517,40,01,SPL,X10
971463552117,10,300120251021,041,574,01,STD,X13
971145431195,10,300120251021,480,8125,02,STD,X11
971082585856,10,300120251021,596,88,02,SPL,X13
971029617468,10,300120251021,501,6916,03,BSC,X10
971854467068,10,300120251021,016,72,02,BSC,X13
971956486962,10,300120251021,231,53,02,SPL,X12
971717585947,10,300120251021,487,34,02,YTH,X12
971768898356,10,300120251021,246,139,03,YTH,X13
971948315949,10,300120251021,251,51064,03,YTH,X11
971694247163,10,300120251021,433,38973,02,SPL,X13
971023124124,10,300120251021,181,9792,02,STD,X10
971725240610,10,300120251021,497,142,01,BSC,X10
971246326246,10,300120251021,436,660,01,SPL,X13
971804361929,10,300120251021,507,64050,02,SPL,X12
971090881209,10,300120251021,107,90,01,STD,X13
971160317757,10,300120251021,121,59624,01,BSC,X10
971553703197,10,300120251021,468,85257,01,STD,X13
971276015055,10,300120251021,260,42076,03,SPL,X12
971527164763,10,300120251021,559,29021,03,BSC,X10
971854262218,10,300120251021,180,61359,02,STD,X13
971008732918,10,300120251021,089,360,02,STD,X11
971455931192,10,300120251021,048,34920,01,SPL,X13
971352048789,10,300120251021,357,412,01,BSC,X13
971694364208,10,300120251021,443,51889,03,STD,X12
971144277795,10,300120251021,419,83161,02,BSC,X11
971712206619,10,300120251021,443,797,03,STD,X10
971668431278,10,300120251021,352,39632,02,STD,X11
971969468492,10,300120251021,384,726,02,STD,X12
971427778283,10,300120251021,017,33,03,BSC,X11
971729954961,10,300120251021,365,8999,02,YTH,X12
971085940518,10,300120251021,177,1846,01,YTH,X11
971958403789,10,300120251021,156,6165,01,SPL,X11
971952625550,10,300120251021,407,25982,03,SPL,X10
971958584722,10,300120251021,309,24,03,YTH,X10
971000743410,10,300120251021,436,48283,01,YTH,X11
971482849374,10,300120251021,071,219,01,YTH,X13
971895723373,10,300120251021,048,155,01,SPL,X10
971041057993,10,300120251021,526,61,03,STD,X13
971211403333,10,300120251021,445,2932,03,STD,X10
971858598387,10,300120251021,108,1552,01,YTH,X12
971764607911,10,300120251021,550,70778,02,STD,X12
971638792728,10,300120251021,573,44581,01,SPL,X12
971024827370,10,300120251021,535,96,03,BSC,X13
971600419891,10,300120251021,522,768,02,SPL,X10
971009767190,10,300120251021,234,98,03,YTH,X12
971022189502,10,300120251021,339,1144,01,SPL,X11
971461506966,10,300120251021,169,12,02,BSC,X10
971842199148,10,300120251021,157,7272,02,BSC,X11
971576555083,10,300120251021,584,961,01,YTH,X13
971927994340,10,300120251021,086,81,01,STD,X12
971627901446,10,300120251021,352,1079,02,YTH,X13
971842965777,10,300120251021,498,85287,01,STD,X12
971671816637,10,300120251021,480,605,02,YTH,X12
971575668053,10,300120251021,265,828,02,SPL,X13
971235135065,10,300120251021,593,4929,03,BSC,X11
971088776496,10,300120251021,085,965,02,YTH,X10
971673415056,10,300120251021,532,90998,03,BSC,X11
971751241429,10,300120251021,098,618,02,STD,X11
971400526596,10,300120251021,330,46510,03,STD,X11
971283562994,10,300120251021,537,6804,01,STD,X10
971904918282,10,300120251021,425,1214,01,BSC,X11
971479388274,10,300120251021,324,26752,03,BSC,X13
971109395343,10,300120251021,586,40,01,BSC,X11
971871817761,10,300120251021,479,94946,02,SPL,X10
971785925951,10,300120251021,023,158,02,BSC,X11
971915580500,10,300120251021,405,37,03,YTH,X11
971754099521,10,300120251021,583,939,03,BSC,X12
971086853827,10,300120251021,142,7090,03,STD,X12
971983480206,10,300120251021,230,2406,02,YTH,X11
971917747607,10,300120251021,143,83294,01,STD,X13
971852801972,10,300120251021,377,99,02,YTH,X12
971596405156,10,300120251021,355,49,02,YTH,X11
971334150093,10,300120251021,191,47,02,BSC,X12
971363925606,10,300120251021,182,47795,03,YTH,X10
971347605431,10,300120251021,534,6999,02,STD,X12
971096310909,10,300120251021,481,70333,03,SPL,X13
971618286268,10,300120251021,102,65413,03,YTH,X12
971239089191,10,300120251021,117,62064,01,STD,X10
971755415438,10,300120251021,542,16,02,BSC,X11
