MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971542830544,10,240120251815,480,83,01,YTH,X12
971330054672,10,240120251815,463,6334,02,BSC,X10
971697792369,10,240120251815,047,60993,02,YTH,X12
971205947893,10,240120251815,001,231,03,BSC,X11
971016058794,10,240120251815,321,85,02,YTH,X12
971597729344,10,240120251815,002,6297,01,BSC,X11
971102392121,10,240120251815,202,2838,01,SPL,X12
971961270709,10,240120251815,147,4495,03,STD,X12
971780213836,10,240120251815,304,79,02,BSC,X10
971373041403,10,240120251815,334,652,02,YTH,X11
971824308737,10,240120251815,469,8783,03,YTH,X12
971427724029,10,240120251815,571,72,01,BSC,X11
971015112407,10,240120251815,155,494,02,BSC,X10
971691290584,10,240120251815,491,823,03,BSC,X11
971055447246,10,240120251815,484,63513,01,STD,X13
971253486236,10,240120251815,049,139,02,YTH,X12
971269396909,10,240120251815,157,4346,03,SPL,X11
971844860924,10,240120251815,557,62810,03,SPL,X11
971397923233,10,240120251815,494,29,01,STD,X11
971990266590,10,240120251815,560,80105,02,SPL,X13
971880135656,10,240120251815,588,235,01,YTH,X10
971836440918,10,240120251815,108,60,03,STD,X11
971018304275,10,240120251815,159,8149,02,BSC,X13
971236504556,10,240120251815,597,658,01,SPL,X13
971012789264,10,240120251815,380,4775,02,YTH,X10
971804471067,10,240120251815,140,54,01,YTH,X11
971629386257,10,240120251815,071,84,03,YTH,X13
971431876903,10,240120251815,353,54450,01,BSC,X12
971553769263,10,240120251815,117,54388,02,SPL,X12
971929690845,10,240120251815,407,54324,01,YTH,X12
971627909646,10,240120251815,451,933,02,BSC,X13
971892846506,10,240120251815,173,53,02,YTH,X10
971223221687,10,240120251815,407,4688,02,YTH,X12
971304091036,10,240120251815,455,39,03,YTH,X11
971322816802,10,240120251815,319,73305,02,SPL,X12
971852537859,10,240120251815,370,102,03,STD,X13
971474677200,10,240120251815,075,4629,03,BSC,X13
971563440275,10,240120251815,125,33,02,YTH,X12
971300197681,10,240120251815,505,14,01,SPL,X10
971412482878,10,240120251815,189,345,02,BSC,X13
971409781173,10,240120251815,256,2648,03,STD,X11
971985918221,10,240120251815,429,96,01,STD,X11
971402964013,10,240120251815,505,49,03,SPL,X12
971225731050,10,240120251815,578,2141,01,BSC,X12
971321388972,10,240120251815,124,594,03,BSC,X13
971154271174,10,240120251815,419,55311,01,YTH,X11
971084165692,10,240120251815,307,38772,02,YTH,X12
971776779548,10,240120251815,452,76511,03,YTH,X10
971469562784,10,240120251815,149,119,03,SPL,X11
971373354707,10,240120251815,063,5741,02,STD,X11
971220556063,10,240120251815,130,26,01,BSC,X13
971992301904,10,240120251815,135,42513,02,YTH,X11
971339639538,10,240120251815,064,24,03,SPL,X13
971639389496,10,240120251815,405,862,03,BSC,X11
971585748576,10,240120251815,380,91,03,STD,X12
971538419295,10,240120251815,022,50,02,SPL,X11
971324603557,10,240120251815,137,2898,03,STD,X13
971489658206,10,240120251815,078,27,02,YTH,X12
971458723530,10,240120251815,083,50944,03,BSC,X11
971785508831,10,240120251815,403,80729,03,SPL,X12
971009610011,10,240120251815,384,637,03,BSC,X10
971271147103,10,240120251815,321,462,01,YTH,X13
971663541322,10,240120251815,102,165,02,SPL,X10
971617582131,10,240120251815,110,320,01,BSC,X13
971798268405,10,240120251815,018,5479,01,SPL,X13
971877883678,10,240120251815,426,594,03,SPL,X11
971136120654,10,240120251815,526,7325,01,SPL,X10
971603536960,10,240120251815,094,72,03,BSC,X11
971011722716,10,240120251815,568,7196,03,BSC,X10
971957219849,10,240120251815,480,3891,03,BSC,X12
971831278153,10,240120251815,010,9796,02,SPL,X12
971977766354,10,240120251815,525,7836,01,STD,X11
971216563183,10,240120251815,296,182,03,BSC,X11
971352185241,10,240120251815,114,17,01,YTH,X10
971801110247,10,240120251815,571,31,02,BSC,X11
971006761262,10,240120251815,212,69220,01,YTH,X10
971569421261,10,240120251815,250,623,01,SPL,X10
971238653294,10,240120251815,502,3497,02,YTH,X12
971343208049,10,240120251815,250,100,03,BSC,X13
971370595168,10,240120251815,201,9395,03,SPL,X10
971152399695,10,240120251815,229,922,03,STD,X11
971426779278,10,240120251815,586,654,03,SPL,X10
971981291871,10,240120251815,474,6187,03,STD,X10
971645243220,10,240120251815,563,499,03,STD,X13
971620628739,10,240120251815,269,229,02,BSC,X10
971986736770,10,240120251815,182,44987,02,BSC,X11
971192248538,10,240120251815,184,630,03,YTH,X11
971592239741,10,240120251815,105,1619,02,STD,X12
971288606565,10,240120251815,016,21929,02,SPL,X11
971911409479,10,240120251815,292,269,01,STD,X12
971716420467,10,240120251815,554,8636,01,SPL,X13
971171091605,10,240120251815,311,960,02,STD,X11
971552953256,10,240120251815,160,3898,01,BSC,X11
971160602292,10,240120251815,479,24,02,BSC,X11
971286213991,10,240120251815,272,5294,01,BSC,X10
971805651660,10,240120251815,011,91691,03,BSC,X13
971672378472,10,240120251815,493,39,01,STD,X12
971562779856,10,240120251815,442,1223,02,BSC,X10
971272413988,10,240120251815,554,936,02,BSC,X11
971481301943,10,240120251815,158,66,03,YTH,X12
971460594465,10,240120251815,066,23693,02,BSC,X13
971242121062,10,240120251815,390,891,01,SPL,X10
971792684906,10,240120251815,309,1268,01,YTH,X10
971691205596,10,240120251815,497,5001,01,STD,X12
971690213207,10,240120251815,325,7606,01,BSC,X12
971534450609,10,240120251815,326,858,01,BSC,X11
971651750211,10,240120251815,501,98,01,BSC,X13
971269131329,10,240120251815,443,2674,02,STD,X13
971778322408,10,240120251815,476,65,03,BSC,X12
971052645734,10,240120251815,460,903,02,SPL,X10
971392331613,10,240120251815,197,347,02,YTH,X12
971932995987,10,240120251815,335,31155,02,SPL,X13
971078259539,10,240120251815,469,6881,03,YTH,X10
971534807431,10,240120251815,023,516,01,YTH,X10
971330330298,10,240120251815,468,756,03,SPL,X13
971464860286,10,240120251815,004,148,03,STD,X11
971813610232,10,240120251815,129,992,02,STD,X12
971889555301,10,240120251815,495,63,01,STD,X13
971551322700,10,240120251815,209,26,03,YTH,X13
971465320114,10,240120251815,304,302,01,STD,X10
971767309472,10,240120251815,493,51601,03,SPL,X11
971563763890,10,240120251815,448,45,03,STD,X11
971817787529,10,240120251815,550,77,02,YTH,X11
971405641856,10,240120251815,281,60799,02,STD,X10
971825417735,10,240120251815,391,258,01,YTH,X13
971338511827,10,240120251815,127,9535,01,SPL,X13
971028944560,10,240120251815,010,872,01,BSC,X13
971994741210,10,240120251815,531,65580,03,YTH,X11
971585742132,10,240120251815,218,363,03,YTH,X12
971663202199,10,240120251815,203,741,01,BSC,X10
971506549815,10,240120251815,218,868,01,SPL,X11
971985115123,10,240120251815,447,3985,03,STD,X13
971904199050,10,240120251815,119,81740,02,BSC,X11
971812190959,10,240120251815,556,428,01,SPL,X11
971167307461,10,240120251815,148,88,01,SPL,X13
971838518110,10,240120251815,354,237,03,STD,X13
971238425603,10,240120251815,570,11,03,YTH,X10
971458385732,10,240120251815,240,32,02,BSC,X13
971857437708,10,240120251815,032,38,02,SPL,X13
971482131605,10,240120251815,023,11,02,STD,X10
971867297056,10,240120251815,058,998,01,SPL,X11
971165724567,10,240120251815,247,38767,01,STD,X12
971311180304,10,240120251815,504,904,02,SPL,X12
971425639891,10,240120251815,056,5821,03,STD,X10
971197676544,10,240120251815,483,291,01,BSC,X10
971359268501,10,240120251815,087,91,01,YTH,X11
971037725762,10,240120251815,299,95,01,BSC,X11
971301009891,10,240120251815,397,8080,02,YTH,X11
971299685390,10,240120251815,569,29577,03,YTH,X12
971520386847,10,240120251815,086,69039,01,YTH,X13
971841843950,10,240120251815,379,73,03,SPL,X11
971177808469,10,240120251815,495,751,03,YTH,X12
971622755417,10,240120251815,222,2260,01,SPL,X11
971414956412,10,240120251815,513,21,02,STD,X10
971477845312,10,240120251815,076,9822,01,YTH,X11
971320007216,10,240120251815,184,70954,01,YTH,X12
971687455956,10,240120251815,101,4654,01,YTH,X11
971981765676,10,240120251815,114,80962,02,SPL,X12
971801551485,10,240120251815,130,200,03,YTH,X13
971331945170,10,240120251815,531,92,02,STD,X13
971171843989,10,240120251815,237,29624,02,BSC,X11
971465898640,10,240120251815,343,2205,03,YTH,X12
971542068799,10,240120251815,299,70861,03,SPL,X10
971931349429,10,240120251815,522,96060,01,SPL,X13
971463227781,10,240120251815,181,162,01,SPL,X10
971213292546,10,240120251815,087,323,03,BSC,X12
971483325246,10,240120251815,317,6322,01,YTH,X10
971779900638,10,240120251815,316,16433,03,STD,X12
971640920500,10,240120251815,277,12,03,BSC,X11
971809367754,10,240120251815,474,5258,01,YTH,X13
971405716040,10,240120251815,237,612,01,SPL,X13
971813039529,10,240120251815,470,808,01,YTH,X11
971508030654,10,240120251815,341,7135,03,YTH,X11
971557457661,10,240120251815,201,109,02,BSC,X11
971676601325,10,240120251815,244,826,02,SPL,X10
971823533944,10,240120251815,366,68,02,STD,X11
971949379926,10,240120251815,366,7265,01,STD,X10
971882218850,10,240120251815,470,75,01,SPL,X10
971070579403,10,240120251815,373,14,01,STD,X13
971783614805,10,240120251815,504,6008,02,BSC,X11
971541050491,10,240120251815,087,99842,02,SPL,X11
971770365881,10,240120251815,351,244,02,SPL,X10
971333126150,10,240120251815,557,8564,01,SPL,X10
971430506172,10,240120251815,170,230,03,BSC,X12
971766505217,10,240120251815,349,7745,03,SPL,X12
971293845936,10,240120251815,165,67,03,STD,X10
971507455871,10,240120251815,054,78,03,STD,X12
971679085606,10,240120251815,046,2751,02,YTH,X12
971539222806,10,240120251815,120,85942,01,YTH,X13
971763600430,10,240120251815,582,65128,01,YTH,X11
971416652697,10,240120251815,240,34986,02,BSC,X13
971014342833,10,240120251815,199,40,03,STD,X11
971223999054,10,240120251815,439,1405,01,YTH,X10
971801048872,10,240120251815,460,194,01,SPL,X12
971662196695,10,240120251815,156,6158,01,BSC,X13
971131272258,10,240120251815,155,89551,02,YTH,X12
971272309087,10,240120251815,049,622,03,SPL,X13
971217229738,10,240120251815,301,217,01,STD,X13
971122951459,10,240120251815,561,975,03,YTH,X10
971757353560,10,240120251815,564,48,01,STD,X11
971756117932,10,240120251815,137,44164,03,YTH,X11
971873621320,10,240120251815,178,281,03,SPL,X12
971270422705,10,240120251815,095,359,03,YTH,X11
971363450656,10,240120251815,484,8832,03,YTH,X13
971345202849,10,240120251815,360,83,01,YTH,X10
971926875187,10,240120251815,385,930,02,STD,X10
971452647319,10,240120251815,322,88,02,BSC,X11
971717373208,10,240120251815,592,588,02,YTH,X12
971093855733,10,240120251815,078,733,01,YTH,X12
