MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971959592554,10,280120251030,092,59313,03,BSC,X10
971213690063,10,280120251030,145,57680,02,YTH,X13
971460434636,10,280120251030,451,79,03,STD,X10
971099428840,10,280120251030,130,37,03,YTH,X10
971657655816,10,280120251030,433,4273,03,STD,X11
971706217788,10,280120251030,494,224,03,SPL,X13
971341125380,10,280120251030,292,90553,02,STD,X10
971845041269,10,280120251030,027,7290,01,YTH,X13
971297790797,10,280120251030,239,68038,02,SPL,X11
971011910639,10,280120251030,598,61959,01,STD,X12
971302148829,10,280120251030,587,41,01,SPL,X10
971600169223,10,280120251030,523,86712,03,BSC,X13
971165671008,10,280120251030,593,67249,02,STD,X12
971896634052,10,280120251030,077,160,02,BSC,X13
971235925656,10,280120251030,060,824,03,SPL,X11
971404404387,10,280120251030,529,23293,01,SPL,X13
971445655270,10,280120251030,185,4023,03,STD,X10
971947503454,10,280120251030,062,31,01,SPL,X10
971918002800,10,280120251030,536,89,03,BSC,X12
971253315959,10,280120251030,461,87440,02,SPL,X11
971735006035,10,280120251030,248,279,03,YTH,X12
971766978021,10,280120251030,089,72,02,BSC,X13
971947856049,10,280120251030,479,508,02,YTH,X10
971910248184,10,280120251030,450,47431,03,YTH,X11
971545150463,10,280120251030,144,973,02,STD,X13
971790952875,10,280120251030,353,937,02,STD,X12
971269702208,10,280120251030,238,236,03,YTH,X11
971085773291,10,280120251030,570,37,02,YTH,X13
971103681611,10,280120251030,453,3849,02,SPL,X13
971161786970,10,280120251030,217,130,02,BSC,X12
971063308500,10,280120251030,357,3492,01,STD,X13
971828833918,10,280120251030,304,85,01,BSC,X10
971983145010,10,280120251030,158,3276,02,YTH,X11
971225704716,10,280120251030,276,51067,03,YTH,X11
971565223389,10,280120251030,433,836,01,SPL,X10
971281654264,10,280120251030,158,630,02,BSC,X13
971579057057,10,280120251030,361,7869,02,SPL,X11
971507104891,10,280120251030,223,1282,01,SPL,X10
971506172665,10,280120251030,394,9297,02,BSC,X12
971484324474,10,280120251030,069,269,01,BSC,X13
971975129456,10,280120251030,089,9361,02,SPL,X11
971300169450,10,280120251030,092,4025,03,SPL,X12
971922129172,10,280120251030,175,62229,01,SPL,X12
971988999879,10,280120251030,211,986,01,BSC,X12
971520383186,10,280120251030,010,44,01,STD,X13
971429197505,10,280120251030,444,8038,02,BSC,X10
971046832599,10,280120251030,222,631,03,BSC,X12
971147606021,10,280120251030,585,67183,02,YTH,X10
971079229359,10,280120251030,033,9372,02,BSC,X13
971167947971,10,280120251030,352,44921,01,BSC,X10
971956672048,10,280120251030,370,471,03,SPL,X12
971065274083,10,280120251030,515,98503,02,SPL,X11
971628602163,10,280120251030,324,8616,02,SPL,X11
971457432478,10,280120251030,490,64,02,BSC,X13
971867934643,10,280120251030,255,38,03,STD,X12
971579806811,10,280120251030,329,7004,01,STD,X12
971500414781,10,280120251030,126,584,02,BSC,X12
971594568835,10,280120251030,533,406,02,STD,X11
971896316207,10,280120251030,192,1306,02,YTH,X10
971609888092,10,280120251030,543,9101,02,SPL,X11
971344440398,10,280120251030,100,97,03,BSC,X12
971205723119,10,280120251030,044,62388,01,SPL,X10
971618989274,10,280120251030,254,3239,02,SPL,X11
971769500979,10,280120251030,559,10,01,YTH,X10
971723310841,10,280120251030,009,26,03,STD,X11
971854380323,10,280120251030,471,298,01,BSC,X12
971770961004,10,280120251030,491,1877,03,STD,X13
971942453642,10,280120251030,130,80863,02,STD,X12
971409735093,10,280120251030,046,28,03,BSC,X12
