MSIDN,EventType,EventDateAndTime,ServiceClass,RechargeAmount,PaymentMethod,Category,Location
971214653177,10,300120251019,060,44921,01,BSC,X11
971800970666,10,300120251019,064,675,02,SPL,X13
971549847741,10,300120251019,111,55124,03,STD,X10
971299652157,10,300120251019,520,30415,03,STD,X11
971553480709,10,300120251019,451,2709,02,BSC,X12
971279659039,10,300120251019,347,420,03,YTH,X12
971702062316,10,300120251019,106,222,03,YTH,X13
971993074951,10,300120251019,149,9734,03,BSC,X11
971786998975,10,300120251019,036,4935,02,STD,X11
971723502088,10,300120251019,377,9241,03,STD,X10
971561655591,10,300120251019,448,1401,03,YTH,X13
971693798452,10,300120251019,407,2880,02,BSC,X11
971588856827,10,300120251019,365,79,03,BSC,X10
971296038550,10,300120251019,230,53,03,SPL,X13
971099778909,10,300120251019,186,32,03,SPL,X13
971341908639,10,300120251019,050,984,02,BSC,X12
971993179717,10,300120251019,562,81898,01,SPL,X11
971557729465,10,300120251019,294,20,01,BSC,X11
971040309984,10,300120251019,330,57,01,YTH,X12
971137083991,10,300120251019,253,17701,01,SPL,X10
971986020743,10,300120251019,556,53,01,BSC,X12
971448254236,10,300120251019,274,99418,02,YTH,X13
971097497419,10,300120251019,290,44,03,BSC,X13
971910398823,10,300120251019,058,731,03,BSC,X13
971868183815,10,300120251019,519,33752,02,SPL,X12
971464111708,10,300120251019,097,83231,02,BSC,X10
971875421524,10,300120251019,593,56,02,STD,X13
971361931941,10,300120251019,054,9172,02,STD,X11
971785114768,10,300120251019,271,81,03,STD,X12
971781972148,10,300120251019,335,71,01,BSC,X10
971377277605,10,300120251019,346,6513,01,STD,X11
971301496640,10,300120251019,346,91,01,YTH,X12
971236646126,10,300120251019,541,6827,03,YTH,X12
971381027703,10,300120251019,499,25142,02,STD,X13
971563891834,10,300120251019,342,20,03,YTH,X12
971020775700,10,300120251019,055,29,01,YTH,X12
971767418685,10,300120251019,199,923,03,SPL,X12
971801545848,10,300120251019,299,526,01,SPL,X12
971585251146,10,300120251019,289,2410,02,STD,X10
971526998647,10,300120251019,538,81,02,SPL,X12
971710964478,10,300120251019,221,145,02,BSC,X10
971404196275,10,300120251019,105,62863,01,YTH,X13
971293873401,10,300120251019,365,704,03,YTH,X10
971603252411,10,300120251019,061,80521,01,SPL,X12
971925142386,10,300120251019,365,22353,02,BSC,X10
971007929980,10,300120251019,446,96,03,BSC,X13
971287947918,10,300120251019,149,4026,02,STD,X13
971659826719,10,300120251019,261,5485,03,BSC,X10
971397398458,10,300120251019,260,418,02,YTH,X12
971916136523,10,300120251019,013,58,01,STD,X10
971427928286,10,300120251019,117,782,03,BSC,X10
971427005262,10,300120251019,006,62,02,BSC,X13
971386395117,10,300120251019,024,2724,03,STD,X11
971837987165,10,300120251019,565,80,01,STD,X13
971516766555,10,300120251019,154,34440,03,YTH,X11
971076951650,10,300120251019,368,773,02,SPL,X10
971090908209,10,300120251019,146,153,01,STD,X13
971898859196,10,300120251019,137,552,01,SPL,X11
971032760321,10,300120251019,408,7898,01,YTH,X10
971701685876,10,300120251019,006,17,03,STD,X10
971873228112,10,300120251019,000,981,01,SPL,X10
971584702734,10,300120251019,083,19722,02,BSC,X10
971788426358,10,300120251019,296,60253,03,YTH,X13
971171420008,10,300120251019,274,493,03,YTH,X10
971493045268,10,300120251019,019,24,02,SPL,X11
971253873594,10,300120251019,059,733,01,STD,X10
971850810229,10,300120251019,098,6375,02,SPL,X10
971333229879,10,300120251019,286,93507,03,STD,X12
971780871748,10,300120251019,430,40,02,YTH,X11
971016165574,10,300120251019,046,3688,01,YTH,X11
971267177470,10,300120251019,386,97262,03,YTH,X11
971134141108,10,300120251019,341,5704,03,STD,X11
971847688742,10,300120251019,403,4844,02,STD,X11
971627625556,10,300120251019,092,40427,03,SPL,X12
971464410458,10,300120251019,180,96185,03,YTH,X13
971821330436,10,300120251019,381,9995,01,SPL,X13
971698403162,10,300120251019,280,4618,02,YTH,X13
